Tanggal,Tipe Transaksi,Nomor Transaksi,Nama Panggilan,Status Hari Ini,Memo,Total,Sisa Tagihan
26/01/2026,Faktur Pembelian,FK 3924,BETA COM,Lunas,BAYAR 26 2 2026,34250000.0,0.0
26/01/2026,Faktur Pembelian,012026174233,AGUS (DORAN),Lunas,BAYAR ,18625200.0,0.0
26/01/2026,Faktur Pembelian,012026165166,AGUS (DORAN),Lunas,"",4770000.000025,0.0
26/01/2026,Faktur Pembelian,FK 3925,BETA COM,Lunas,"MASUK
BAYAR 2 3 26",34984000.0,0.0
26/01/2026,Faktur Pembelian,012026167021,AGUS (DORAN),Lunas,MASUK,7700000.0,0.0
26/01/2026,Faktur Pembelian,JKT-JKT01A-PC26014577,AGRES IT,Lunas,BAYAR 26 2 2026,23700000.0,0.0
27/01/2026,Faktur Pembelian,17372,ONLINE,Lunas,"",650000.0,0.0
27/01/2026,Faktur Pembelian,17373,ONLINE,Lunas,"",1050000.0,0.0
27/01/2026,Faktur Pembelian,JL.2601.06989,CANDRA (BLESSING),Lunas,MASUK,2985000.0,0.0
27/01/2026,Faktur Pembelian,JL.2601.07102,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",16650000.0,0.0
27/01/2026,Faktur Pembelian,JL.2601.07103,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA ",12780000.0,0.0
27/01/2026,Faktur Pembelian,17375,ONLINE,Lunas,"",540000.0,0.0
27/01/2026,Faktur Pembelian,17376,ONLINE,Lunas,"",4600000.0,0.0
27/01/2026,Faktur Pembelian,17377,FIKTIF BELI,Lunas,"",19600000.0,0.0
27/01/2026,Faktur Pembelian,S260126008,DYNAMICS MATARAM,Lunas,"",8560000.0,0.0
27/01/2026,Faktur Pembelian,JL.2601.07155,CANDRA (BLESSING),Lunas,MASUK ,2990000.0,0.0
27/01/2026,Faktur Pembelian,JL.2601.07158,CANDRA (BLESSING),Lunas,MASUK ,868000.0,0.0
27/01/2026,Faktur Pembelian,002319,LILI (PLATINUM),Lunas,"",420000.0,0.0
27/01/2026,Faktur Pembelian,ONLINE SBY / INV/2026/018541,WULAN (DISCOUNT NOTEBOOK),Lunas,"",400000.0,0.0
27/01/2026,Faktur Pembelian,JL5526010884,YULI (HP CENTRE),Lunas,"",2975000.0,0.0
28/01/2026,Faktur Pembelian,17378,FIKTIF BELI,Lunas,"",200000.0,0.0
28/01/2026,Faktur Pembelian,17379,FIKTIF BELI,Lunas,"",3500000.0,0.0
28/01/2026,Faktur Pembelian,17380,FIKTIF BELI,Lunas,"",50000.0,0.0
28/01/2026,Faktur Pembelian,17381,FIKTIF BELI,Lunas,"",624000.0,0.0
28/01/2026,Faktur Pembelian,17382,ONLINE,Lunas,"",8750000.0,0.0
28/01/2026,Faktur Pembelian,17384,ONLINE,Lunas,"",70500000.0,0.0
28/01/2026,Faktur Pembelian,17385,ONLINE,Lunas,"",8450000.0,0.0
28/01/2026,Faktur Pembelian,JL.2601.07504,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",67990000.0,0.0
28/01/2026,Faktur Pembelian,17387,DUAL RIZKY,Lunas,MASUK,800000.0,0.0
28/01/2026,Faktur Pembelian,2320,LILI (PLATINUM),Lunas,"",910000.0,0.0
28/01/2026,Faktur Pembelian,17398,KETUT DUARAYASA SUPLAYER,Lunas,"",6140000.0,0.0
28/01/2026,Faktur Pembelian,FK 3958,BETA COM,Lunas,MASUK,3735000.0,0.0
28/01/2026,Faktur Pembelian,00707548_036,PRIYO (K GALAXY),Lunas,"",7585000.0,0.0
28/01/2026,Faktur Pembelian,JKT-JKT01A-PC26015053,AGRES IT,Lunas,"",178500000.0,0.0
28/01/2026,Faktur Pembelian,JKT-JKT01A-PC26015008,AGRES IT,Lunas,BAYAR ,199750000.0,0.0
28/01/2026,Faktur Pembelian,JKT-JKT01A-NC26010500,AGRES IT,Lunas,"",84750000.0,0.0
28/01/2026,Faktur Pembelian,158876,PT.DINAMIKA PERKASA JAYA,Lunas,"",19000000.0,0.0
29/01/2026,Faktur Pembelian,17388,ONLINE,Lunas,"",152000.0,0.0
29/01/2026,Faktur Pembelian,17390,ONLINE,Lunas,"",10300000.0,0.0
29/01/2026,Faktur Pembelian,JL.2601.07663,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",5115000.0,0.0
29/01/2026,Faktur Pembelian,17391,ONLINE,Lunas,"",200000.0,0.0
29/01/2026,Faktur Pembelian,JL.2601.07669,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA ",4465000.0,0.0
29/01/2026,Faktur Pembelian,JL.2601.07771,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",6285000.0,0.0
29/01/2026,Faktur Pembelian,JL.2601.07668,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",8930000.0,0.0
29/01/2026,Faktur Pembelian,17392,PT CIPTA KARYA NUSANTARA ANDRE,Lunas,"",15209500.0,0.0
29/01/2026,Faktur Pembelian,2601DPSS222/T0001,PT GALVA TECHNOLOGIES,Lunas,BAYAR 2 3 26,91500000.0,0.0
29/01/2026,Faktur Pembelian,002323,LILI (PLATINUM),Lunas,"",3920000.0,0.0
29/01/2026,Faktur Pembelian,002322,LILI (PLATINUM),Lunas,"",7390000.0,0.0
29/01/2026,Faktur Pembelian,JK/26/01/0128,ELMI COM,Lunas,"",11200000.0,0.0
29/01/2026,Faktur Pembelian,PJL-26-01-00350,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK 

VIA BPM

BAYAR ",47725000.0,0.0
29/01/2026,Faktur Pembelian,00707578_036,PRIYO (K GALAXY),Lunas,"",2280000.0,0.0
29/01/2026,Faktur Pembelian,JKT-JKT01A-PC26015352,AGRES IT,Lunas,"",247500000.0,0.0
29/01/2026,Faktur Pembelian,00687488_044,PRIYO (K GALAXY),Lunas,"",3650000.0,0.0
30/01/2026,Faktur Pembelian,JL.2601.07941,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",3480000.0,0.0
30/01/2026,Faktur Pembelian,17393,GLOBAL FIBER OPTIC,Lunas,MASUK,13700000.0,0.0
30/01/2026,Faktur Pembelian,17394,ONLINE,Lunas,"",5600000.0,0.0
30/01/2026,Faktur Pembelian,JL.2601.07976,CANDRA (BLESSING),Lunas,BAYAR 4 3 26,39760000.0,0.0
30/01/2026,Faktur Pembelian,JL.2601.08006,CANDRA (BLESSING),Lunas,BAYAR 4 3 26,16880000.0,0.0
30/01/2026,Faktur Pembelian,JL.2601.08009,CANDRA (BLESSING),Lunas,BAYAR 4 3 26,20140000.0,0.0
30/01/2026,Faktur Pembelian,17395,PT. PRIMALAYAN CITRA MANDIRI,Lunas,"",3571147.5,0.0
30/01/2026,Faktur Pembelian,S260130001,DYNAMICS MATARAM,Lunas,"",8560000.0,0.0
30/01/2026,Faktur Pembelian,00707638_036,PRIYO (K GALAXY),Lunas,"",1390000.0,0.0
30/01/2026,Faktur Pembelian,PJL-26-01-00363,PT. Surya Makmur Kreasindo (HJ),Lunas,"",20000000.0,0.0
30/01/2026,Faktur Pembelian,JK/26/01/0140,ELMI COM,Lunas,"",110500000.0,0.0
30/01/2026,Faktur Pembelian,JKT-JKT01A-PC26015446,AGRES IT,Lunas,"",155250000.0,0.0
30/01/2026,Faktur Pembelian,JKT-JKT01A-PC26015479,AGRES IT,Lunas,"",17250000.0,0.0
30/01/2026,Faktur Pembelian,JN-N/SBY//300126/003,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,"",1164000.0,0.0
31/01/2026,Faktur Pembelian,JL.2601.08241,CANDRA (BLESSING),Lunas,BAYAR 5 3 26,51060000.0,0.0
31/01/2026,Faktur Pembelian,JL.2601.08246,CANDRA (BLESSING),Lunas,"MASUK

VIA BSA ",3010000.0,0.0
31/01/2026,Faktur Pembelian,JL.2601.08247,CANDRA (BLESSING),Lunas,"MASUK

VIA BSA",3010000.0,0.0
31/01/2026,Faktur Pembelian,JL.2601.08360,CANDRA (BLESSING),Lunas,"MASUK

VIA BSA",8320000.0,0.0
31/01/2026,Faktur Pembelian,JL.2601.08361,CANDRA (BLESSING),Lunas,"MASUK

VIA BSA",8320000.0,0.0
31/01/2026,Faktur Pembelian,ONLINE SBY / INV/2026/022121,WULAN (DISCOUNT NOTEBOOK),Lunas,"",317000.0,0.0
31/01/2026,Faktur Pembelian,JL5526011043,YULI (HP CENTRE),Lunas,"",55049999.999998,0.0
01/02/2026,Faktur Pembelian,ACJ01/01/FP/2601/BG00015,PT. ANGKASA CERAH JAYA,Lunas,"MASUK 

VIA BSA",48075000.0,0.0
01/02/2026,Faktur Pembelian,17399,ONLINE,Lunas,"",1290000.0,0.0
02/02/2026,Faktur Pembelian,JL.2602.00087,CANDRA (BLESSING),Lunas,BAYAR 6 3 26,15565000.0,0.0
02/02/2026,Faktur Pembelian,JL.2602.00088,CANDRA (BLESSING),Lunas,BAYAR 6 3 26,31020000.0,0.0
02/02/2026,Faktur Pembelian,JL.2602.00096,CANDRA (BLESSING),Lunas,"MASUK

VIA BSA",770000.0,0.0
02/02/2026,Faktur Pembelian,JL.2602.00106,CANDRA (BLESSING),Lunas,BAYAR 6 3 26,4725000.0,0.0
02/02/2026,Faktur Pembelian,00707825_036,PRIYO (K GALAXY),Lunas,"",12375000.0,0.0
02/02/2026,Faktur Pembelian,002325,LILI (PLATINUM),Lunas,"",880000.0,0.0
02/02/2026,Faktur Pembelian,ACJ01/01/FP/2602/XB00031,PT. ANGKASA CERAH JAYA,Lunas,BAYAR 25 2 26,42900000.0,0.0
02/02/2026,Faktur Pembelian,FK 4014,BETA COM,Lunas,"",15741000.0,0.0
02/02/2026,Faktur Pembelian,JL5526020022,YULI (HP CENTRE),Lunas,"",2482000.0,0.0
02/02/2026,Faktur Pembelian,JL5526020056,YULI (HP CENTRE),Lunas,BAYAR 5 3 26,31200000.000002,0.0
02/02/2026,Faktur Pembelian,JKT-JKT01A-PC26020187,AGRES IT,Lunas,"",265450000.0,0.0
02/02/2026,Faktur Pembelian,JKT-JKT01-NC26020029,AGRES IT,Lunas,BAYAR ,43050000.0,0.0
02/02/2026,Faktur Pembelian,26/02/00045,PT CIPTA KARYA NUSANTARA ANDRE,Lunas,"",1275000.0,0.0
03/02/2026,Faktur Pembelian,jl.2602.00465,CANDRA (BLESSING),Lunas,MASUK ,7080000.0,0.0
03/02/2026,Faktur Pembelian,17400,RIO MATRIX TOKO,Lunas,"",8600000.0,0.0
03/02/2026,Faktur Pembelian,17401,GREY COM,Lunas,"",2150000.0,0.0
03/02/2026,Faktur Pembelian,JL.2602.00461,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",4724999.999998,0.0
03/02/2026,Faktur Pembelian,JL.2602.00467,CANDRA (BLESSING),Lunas,"MASUK

VIA BSA",8320000.000001,0.0
03/02/2026,Faktur Pembelian,17402,RIO MATRIX TOKO,Lunas,"",8600000.0,0.0
03/02/2026,Faktur Pembelian,17403,ONLINE,Lunas,"",866400.0,0.0
03/02/2026,Faktur Pembelian,17404,HARAPAN BARU,Lunas,"",1585000.0,0.0
03/02/2026,Faktur Pembelian,PJL-26-02-00033,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK

VIA BPM",20000000.0,0.0
03/02/2026,Faktur Pembelian,PJL-26-02-00032,PT. Surya Makmur Kreasindo (HJ),Lunas,BAYAR 9 3 26,20249999.999996,0.0
03/02/2026,Faktur Pembelian,FK 4056,BETA COM,Lunas,"",2850000.0,0.0
03/02/2026,Faktur Pembelian,17418,PT TERA DATA INDONUSA,Lunas,"",619999.999999,0.0
04/02/2026,Faktur Pembelian,17405,GREY COM,Lunas,"",4300000.0,0.0
04/02/2026,Faktur Pembelian,JL.2602.00902,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",3010000.0,0.0
04/02/2026,Faktur Pembelian,JL.2602.00649,CANDRA (BLESSING),Lunas,BAYAR 9 3 26,1185000.0,0.0
04/02/2026,Faktur Pembelian,JL.2602.00929,CANDRA (BLESSING),Lunas,BAYAR 9 3 26,18799999.999999,0.0
04/02/2026,Faktur Pembelian,JL.2602.01008,CANDRA (BLESSING),Lunas,BAYAR 9 3 26,20100000.0,0.0
04/02/2026,Faktur Pembelian,PJL-26-02-00052,PT. Surya Makmur Kreasindo (HJ),Lunas,BAYAR 9 3 26,7519999.999999,0.0
04/02/2026,Faktur Pembelian,PJL-26-02-00059,PT. Surya Makmur Kreasindo (HJ),Lunas,BAYAR 9 3 26,9719999.999999,0.0
04/02/2026,Faktur Pembelian,0000128/02/26,TATIK (LEGENDA),Lunas,"",877000.0,0.0
04/02/2026,Faktur Pembelian,ONLINE SBY / INV/2026/025287,WULAN (DISCOUNT NOTEBOOK),Lunas,"",252000.0,0.0
04/02/2026,Faktur Pembelian,JK/26/02/0016,ELMI COM,Lunas,BAYAR ,56000000.0,0.0
04/02/2026,Faktur Pembelian,JK/26/02/0018,ELMI COM,Lunas,"",22400000.0,0.0
04/02/2026,Faktur Pembelian,JKT-JKT01A-NC26020070,AGRES IT,Lunas,"",15600000.0,0.0
04/02/2026,Faktur Pembelian,JL20260000274,EDISON ATK,Lunas,"",1999999.999998,0.0
05/02/2026,Faktur Pembelian,17406,FIKTIF BELI,Lunas,"",0.0,0.0
05/02/2026,Faktur Pembelian,17407,TATIK (LEGENDA),Lunas,masuk ,2575000.0,0.0
05/02/2026,Faktur Pembelian,17408,IQ TRONIK,Lunas,"",10400000.0,0.0
05/02/2026,Faktur Pembelian,17409,ONLINE,Lunas,"",6999000.0,0.0
05/02/2026,Faktur Pembelian,JL.2602.01286,CANDRA (BLESSING),Lunas,BAYAR 9 3 26,10700000.0,0.0
05/02/2026,Faktur Pembelian,JL.2602.01261,CANDRA (BLESSING),Lunas,MASUK ,6000000.0,0.0
05/02/2026,Faktur Pembelian,JL.2602.01158,CANDRA (BLESSING),Lunas,BAYAR 9 3 26,1736000.0,0.0
05/02/2026,Faktur Pembelian,JL.2602.01157,CANDRA (BLESSING),Lunas,MASUK ,1524000.0,0.0
05/02/2026,Faktur Pembelian,JL.2602.01155,CANDRA (BLESSING),Lunas,BAYAR 9 3 26,7455000.0,0.0
05/02/2026,Faktur Pembelian,JL.2602.01152,CANDRA (BLESSING),Lunas,BAYAR 9 3 26,2785000.0,0.0
05/02/2026,Faktur Pembelian,JL.2602.01359,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",13150000.0,0.0
05/02/2026,Faktur Pembelian,JL.2602.01151,CANDRA (BLESSING),Lunas,BAYAR 9 3 26,18800000.0,0.0
05/02/2026,Faktur Pembelian,JL0000002816,IP COM TOKO,Lunas,"",170000.0,0.0
05/02/2026,Faktur Pembelian,JKT-JKT01A-PC26020822,AGRES IT,Lunas,MASUK,0.0,0.0
05/02/2026,Faktur Pembelian,FK 4101,BETA COM,Lunas,"",21100000.0,0.0
05/02/2026,Faktur Pembelian,00708084_036,PRIYO (K GALAXY),Lunas,"",19920000.0,0.0
05/02/2026,Faktur Pembelian,JL5526020184,YULI (HP CENTRE),Lunas,BAYAR 9 3 26,25974999.999833,0.0
05/02/2026,Faktur Pembelian,JL5526020189,YULI (HP CENTRE),Lunas,BAYAR 9 3 26,25500000.000002,0.0
06/02/2026,Faktur Pembelian,JL.2602.01494,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",7290000.0,0.0
06/02/2026,Faktur Pembelian,JL.2602.01492,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",1330000.0,0.0
06/02/2026,Faktur Pembelian,17410,KETUT DUARAYASA SUPLAYER,Lunas,"",6715000.0,0.0
06/02/2026,Faktur Pembelian,JL.2602.01584,CANDRA (BLESSING),Lunas,BAYAR 11 3 26,16499999.999999,0.0
06/02/2026,Faktur Pembelian,17411,FIKTIF BELI,Lunas,"",50000.0,0.0
06/02/2026,Faktur Pembelian,260200115,CV. BALI IT SOLUSI (ENY),Lunas,"",6150000.0,0.0
06/02/2026,Faktur Pembelian,PJL-26-02-00092,PT. Surya Makmur Kreasindo (HJ),Lunas,BAYAR 11 3 26,27475000.0,0.0
06/02/2026,Faktur Pembelian,002327,LILI (PLATINUM),Lunas,"MASUK

bayar ",2250000.0,0.0
06/02/2026,Faktur Pembelian,JL5526020235,YULI (HP CENTRE),Lunas,bayar aries,1790000.0,0.0
06/02/2026,Faktur Pembelian,JL5526020220,YULI (HP CENTRE),Lunas,bayar aries ,4670000.0,0.0
06/02/2026,Faktur Pembelian,JKT-JKT01A-PC26021016,AGRES IT,Lunas,masuk,359600000.0,0.0
07/02/2026,Faktur Pembelian,17412,ONLINE,Lunas,"",160000.0,0.0
07/02/2026,Faktur Pembelian,17413,ONLINE,Lunas,"",870000.0,0.0
07/02/2026,Faktur Pembelian,17414,HARAPAN BARU,Lunas,"",1585000.0,0.0
07/02/2026,Faktur Pembelian,17415,FIKTIF BELI,Lunas,"",150000.0,0.0
07/02/2026,Faktur Pembelian,S260207001,DYNAMICS MATARAM,Lunas,"",5080000.0,0.0
07/02/2026,Faktur Pembelian,JL.2602.01562,CANDRA (BLESSING),Lunas,BAYAR 11 3 26,4724999.999998,0.0
07/02/2026,Faktur Pembelian,JL.2602.01831,CANDRA (BLESSING),Lunas,BAYAR 11 3 26,8725000.000001,0.0
07/02/2026,Faktur Pembelian,ONLINE SBY/ INV/2026/027783,WULAN (DISCOUNT NOTEBOOK),Lunas,"",3412000.0,0.0
07/02/2026,Faktur Pembelian,002328,LILI (PLATINUM),Lunas,bayar,13200000.0,0.0
08/02/2026,Faktur Pembelian,17416,TERANG JAYA STORE TRS,Lunas,"",2220000.0,0.0
09/02/2026,Faktur Pembelian,17417,ONLINE,Lunas,"",1290000.0,0.0
09/02/2026,Faktur Pembelian,17419,PT TERA DATA INDONUSA,Lunas,"",225000.000001,0.0
09/02/2026,Faktur Pembelian,JL.2602.02092,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",3010000.0,0.0
09/02/2026,Faktur Pembelian,JL.2602.02093,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",3010000.0,0.0
09/02/2026,Faktur Pembelian,JL.2602.02079,CANDRA (BLESSING),Lunas,BAYAR 25 2 26,2656000.0,0.0
09/02/2026,Faktur Pembelian,17420,ONLINE,Lunas,"",58000000.0,0.0
09/02/2026,Faktur Pembelian,17421,ONLINE,Lunas,"",18900000.0,0.0
09/02/2026,Faktur Pembelian,S026020094,CV.MITRA TEGUH DISTRIBUSI EPRINT MATARAM,Lunas,BAYAR 13 3 26,25112686.0,0.0
09/02/2026,Faktur Pembelian,00708352_036,PRIYO (K GALAXY),Lunas,"",25452500.0,0.0
09/02/2026,Faktur Pembelian,FK 4128,BETA COM,Lunas,"",3416000.0,0.0
10/02/2026,Faktur Pembelian,17422,ONLINE,Lunas,"",850000.0,0.0
10/02/2026,Faktur Pembelian,17423,SOLUTION OFFICIAL,Lunas,"",1100000.0,0.0
10/02/2026,Faktur Pembelian,2602DPSD222/T0001,PT GALVA TECHNOLOGIES,Lunas,BAYAR 13 3 26,18460000.0,0.0
10/02/2026,Faktur Pembelian,17429,ATM SURABAYA,Lunas,"",16240000.0,0.0
10/02/2026,Faktur Pembelian,002329,LILI (PLATINUM),Lunas,bayar,8199500.0,0.0
11/02/2026,Faktur Pembelian,JL.2602.02618,CANDRA (BLESSING),Lunas,BAYAR 25 2 26,3886000.0,0.0
11/02/2026,Faktur Pembelian,JL.2602.02635,CANDRA (BLESSING),Lunas,BAYAR 13 3 26,33500000.0,0.0
11/02/2026,Faktur Pembelian,17424,ONLINE,Lunas,"",100000.0,0.0
11/02/2026,Faktur Pembelian,JL.2602.02716,CANDRA (BLESSING),Lunas,BAYAR 13 3 26,27750000.0,0.0
11/02/2026,Faktur Pembelian,JL.2602.02848,CANDRA (BLESSING),Lunas,BAYAR 13 3 26,18499999.999999,0.0
11/02/2026,Faktur Pembelian,JL.2602.02827,CANDRA (BLESSING),Lunas,"",13980000.0,0.0
11/02/2026,Faktur Pembelian,2602055,ANDY (JMK),Lunas,"MASUK
BAYAR 2 3 26",15800000.0,0.0
11/02/2026,Faktur Pembelian,17435,TATIK (LEGENDA),Lunas,"",695000.0,0.0
11/02/2026,Faktur Pembelian,002332,LILI (PLATINUM),Lunas,"MASUK

bayar",2750000.0,0.0
11/02/2026,Faktur Pembelian,02202671536,AGUS (DORAN),Lunas,"",5074000.0,0.0
11/02/2026,Faktur Pembelian,17438,BETA COM,Lunas,"",3735000.0,0.0
11/02/2026,Faktur Pembelian,JL202600000357,EDISON ATK,Lunas,"",226800.0,0.0
12/02/2026,Faktur Pembelian,JL.2602.02894,CANDRA (BLESSING),Lunas,BAYAR 16 3 26,28484000.0,0.0
12/02/2026,Faktur Pembelian,JL.2602.02897,CANDRA (BLESSING),Lunas,MASUK ,2185000.0,0.0
12/02/2026,Faktur Pembelian,JL.2602.03009,CANDRA (BLESSING),Lunas,MASUK ,1641000.0,0.0
12/02/2026,Faktur Pembelian,JL.2602.03013,CANDRA (BLESSING),Lunas,BAYAR 16 3 26,18880000.0,0.0
12/02/2026,Faktur Pembelian,ONLINE SBY / INV/2026/031491,WULAN (DISCOUNT NOTEBOOK),Lunas,"",1799500.0,0.0
12/02/2026,Faktur Pembelian,002333,LILI (PLATINUM),Lunas,"MASUK

bayar",795000.0,0.0
12/02/2026,Faktur Pembelian,002334,LILI (PLATINUM),Lunas,"MASUK

bayar",800000.0,0.0
12/02/2026,Faktur Pembelian,00708605_036,PRIYO (K GALAXY),Lunas,"",15195000.0,0.0
13/02/2026,Faktur Pembelian,JL.2602.03301,CANDRA (BLESSING),Lunas,BAYAR 16 3 26,24380000.0,0.0
13/02/2026,Faktur Pembelian,JL.2602.03343,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",12980000.0,0.0
13/02/2026,Faktur Pembelian,JL.2602.03349,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",4790000.0,0.0
13/02/2026,Faktur Pembelian,17427,FIKTIF BELI,Lunas,"",525000.0,0.0
13/02/2026,Faktur Pembelian,17428,DUAL RISKY,Lunas,"",820000.0,0.0
13/02/2026,Faktur Pembelian,JL5526020484,YULI (HP CENTRE),Lunas,BAYAR 16 3 26,41400000.0,0.0
13/02/2026,Faktur Pembelian,S7206-0226,BETA COM,Lunas,BAYAR 16 3 26,79000000.0,0.0
13/02/2026,Faktur Pembelian,02202686209,AGUS (DORAN),Lunas,"MASUK
BAYAR 2 3 26",20670000.0,0.0
13/02/2026,Faktur Pembelian,02202684891,AGUS (DORAN),Lunas,MASUK,7380000.0,0.0
13/02/2026,Faktur Pembelian,7016,GUDANG AKSESORIES SURABAYA (KURNIAWAN),Lunas,MASUK,12775000.0,0.0
13/02/2026,Faktur Pembelian,17448,DWI DUTA SARANA COMPUTER SURABAYA,Lunas,BAYAR 16 3 26,74175000.0,0.0
13/02/2026,Faktur Pembelian,JKT-JKT01A-PC26022131,AGRES IT,Lunas,"",37920000.0,0.0
14/02/2026,Faktur Pembelian,JL.2602.03505,CANDRA (BLESSING),Lunas,BAYAR 16 3 26,20680000.0,0.0
14/02/2026,Faktur Pembelian,JL.2602.03530,CANDRA (BLESSING),Lunas,BAYAR 16 3 26,24610000.0,0.0
14/02/2026,Faktur Pembelian,JL.2602.03557,CANDRA (BLESSING),Lunas,"masuk
",2400000.0,0.0
14/02/2026,Faktur Pembelian,JL.2602.03580,CANDRA (BLESSING),Lunas,MASUK ,8320000.0,0.0
14/02/2026,Faktur Pembelian,17430,RIO MATRIX TOKO,Lunas,"",4300000.0,0.0
14/02/2026,Faktur Pembelian,17431,ONLINE,Lunas,"",4000000.0,0.0
14/02/2026,Faktur Pembelian,17432,CANON BALI,Lunas,"",3085245.000001,0.0
14/02/2026,Faktur Pembelian,17433,PT DINAMIKA PERKASA JAYA,Lunas,BELUM ADA NOTA ,18300000.0,0.0
14/02/2026,Faktur Pembelian,JL.2602.03628,CANDRA (BLESSING),Lunas,BAYAR 5 3 26,2785000.0,0.0
14/02/2026,Faktur Pembelian,JL.2602.03629,CANDRA (BLESSING),Lunas,"MASUK 

VIA BSA",6240000.0,0.0
14/02/2026,Faktur Pembelian,17434,ONLINE,Lunas,"",225000.0,0.0
14/02/2026,Faktur Pembelian,PJL-26-02-00218,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK ,7519999.999999,0.0
14/02/2026,Faktur Pembelian,PJL-26-02-00211,PT. Surya Makmur Kreasindo (HJ),Lunas,BAYAR 16 3 26,75200000.0,0.0
14/02/2026,Faktur Pembelian,FK 4189,BETA COM,Lunas,BAYAR 16 3 26,20260000.0,0.0
14/02/2026,Faktur Pembelian,JL5526020519,YULI (HP CENTRE),Lunas,BAYAR 16 3 26,56950000.0,0.0
14/02/2026,Faktur Pembelian,02202693110,AGUS (DORAN),Lunas,MASUK,21035000.0,0.0
14/02/2026,Faktur Pembelian,JN-N/SBY//140226/001,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,"",6700000.0,0.0
14/02/2026,Faktur Pembelian,2602076,ANDY (JMK),Lunas,bayar ,3380000.0,0.0
14/02/2026,Faktur Pembelian,JKT - JKT01A - NC26020293,AGRES IT,Lunas,"",129000000.0,0.0
14/02/2026,Faktur Pembelian,17466,KETUT DUARAYASA SUPLAYER,Lunas,MASUK,7803000.0,0.0
16/02/2026,Faktur Pembelian,JL.2602.03773,CANDRA (BLESSING),Lunas,MASUK ,10640000.0,0.0
16/02/2026,Faktur Pembelian,17436,ONLINE,Lunas,"",150000.0,0.0
16/02/2026,Faktur Pembelian,JL.2602.03948,CANDRA (BLESSING),Lunas,BAYAR 5 3 26,525000.0,0.0
16/02/2026,Faktur Pembelian,JL.2602.03918,CANDRA (BLESSING),Lunas,BAYAR 4 3 26,2595000.0,0.0
16/02/2026,Faktur Pembelian,17437,ONLINE,Lunas,"",1620000.0,0.0
16/02/2026,Faktur Pembelian,JL.2602.03984,CANDRA (BLESSING),Lunas,MASUK ,26560000.0,0.0
16/02/2026,Faktur Pembelian,00708794_036,PRIYO (K GALAXY),Lunas,"",4402500.0,0.0
16/02/2026,Faktur Pembelian,2602079,ANDY (JMK),Lunas,bayar ,1300000.0,0.0
16/02/2026,Faktur Pembelian,002338,LILI (PLATINUM),Lunas,MASUK,9705000.0,0.0
16/02/2026,Faktur Pembelian,2602082,ANDY (JMK),Lunas,bayar ,3380000.0,0.0
18/02/2026,Faktur Pembelian,17439,TATIK (LEGENDA),Lunas,"",6294999.999995,0.0
18/02/2026,Faktur Pembelian,17440,ONLINE,Lunas,"",38000.0,0.0
18/02/2026,Faktur Pembelian,17441,EKO HASAN,Lunas,"",361000.000005,0.0
18/02/2026,Faktur Pembelian,JL.2602.04277,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",21607000.0,0.0
18/02/2026,Faktur Pembelian,JL.2602.04019,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",4910000.0,0.0
18/02/2026,Faktur Pembelian,JL.2502.04339,CANDRA (BLESSING),Lunas,BAYAR 11 3 26,545000.0,0.0
18/02/2026,Faktur Pembelian,17442,LILI (PLATINUM),Lunas,bayar ,7010000.0,0.0
18/02/2026,Faktur Pembelian,FK 4200,BETA COM,Lunas,MASUK,42664000.0,0.0
18/02/2026,Faktur Pembelian,002339,LILI (PLATINUM),Lunas,"MASUK

BAYAR ",3790000.0,0.0
19/02/2026,Faktur Pembelian,JN-N/SBY//190226/002,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,BAYAR ,24750000.0,0.0
19/02/2026,Faktur Pembelian,PJ60022,ATC,Lunas,BAYAR 12 3 26,30950000.0,0.0
20/02/2026,Faktur Pembelian,17443,EKO HASAN,Lunas,"",871000.0,0.0
20/02/2026,Faktur Pembelian,S260220018,DYNAMICS MATARAM,Lunas,"MASUK

",9725000.0,0.0
