Tanggal,Tipe Transaksi,Nomor Transaksi,Nama Panggilan,Status Hari Ini,Memo,Total,Sisa Tagihan
20/02/2026,Faktur Pembelian,PJL-26-02-00279,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK,78090000.0,0.0
20/02/2026,Faktur Pembelian,002342,LILI (PLATINUM),Lunas,BAYAR ,3960000.0,0.0
20/02/2026,Faktur Pembelian,002340,LILI (PLATINUM),Lunas,BAYAR ,1090000.0,0.0
20/02/2026,Faktur Pembelian,ONLINE SBY/INV/2026/036606,WULAN (DISCOUNT NOTEBOOK),Lunas,"",1304000.0,0.0
20/02/2026,Faktur Pembelian,JKT - JKT01A - PC26023347,AGRES IT,Lunas,"",18960000.0,0.0
21/02/2026,Faktur Pembelian,17445,ONLINE,Lunas,"",40000.0,0.0
21/02/2026,Faktur Pembelian,17446,PT TERA DATA INDONUSA,Lunas,"",420000.0,0.0
21/02/2026,Faktur Pembelian,17447,GREY COM,Lunas,"",4150000.0,0.0
22/02/2026,Faktur Pembelian,002344,LILI (PLATINUM),Lunas,"MASUK

BAYAR ",770000.0,0.0
23/02/2026,Faktur Pembelian,JL.2602.05240,CANDRA (BLESSING),Lunas,MASUK,2281000.0,0.0
23/02/2026,Faktur Pembelian,JL.2602.05241,CANDRA (BLESSING),Lunas,"MASUK

bayar",3010000.0,0.0
23/02/2026,Faktur Pembelian,JL.2602.05365,CANDRA (BLESSING),Lunas,MASUK,1150000.0,0.0
23/02/2026,Faktur Pembelian,JL.2602.05367,CANDRA (BLESSING),Lunas,MASUK,1730000.0,0.0
23/02/2026,Faktur Pembelian,ONLINE SBY / INV / 2026 / 038341,WULAN (DISCOUNT NOTEBOOK),Lunas,MASUK ,1539000.0,0.0
23/02/2026,Faktur Pembelian,022026149522,AGUS (DORAN),Lunas,MASUK,8090000.0,0.0
23/02/2026,Faktur Pembelian,S7260-0226,BETA COM,Lunas,"",10595000.0,0.0
23/02/2026,Faktur Pembelian,JN-N/SBY//230226/003,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,BAYAR ,8287500.0,0.0
23/02/2026,Faktur Pembelian,JN-N/SBY//230226/004,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,BAYAR ,11000000.0,0.0
23/02/2026,Faktur Pembelian,JN-N/SBY//230226/002,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,"",2750000.0,0.0
23/02/2026,Faktur Pembelian,022026146943,AGUS (DORAN),Lunas,"",2697000.0,0.0
24/02/2026,Faktur Pembelian,17450,ONLINE,Lunas,"",4000000.0,0.0
24/02/2026,Faktur Pembelian,17451,SOLUTION OFFICIAL,Lunas,"",1100000.0,0.0
24/02/2026,Faktur Pembelian,002347,LILI (PLATINUM),Lunas,BAYAR ,6984000.0,0.0
25/02/2026,Faktur Pembelian,17452,ENDRA TELKOMSEL,Lunas,"",4200000.0,0.0
25/02/2026,Faktur Pembelian,JL.2602.05663,CANDRA (BLESSING),Lunas,"MASUK

bsk dp 50jt + 25jt",108000000.0,0.0
25/02/2026,Faktur Pembelian,JL.2602.05763,CANDRA (BLESSING),Lunas,MASUK,20080000.0,0.0
25/02/2026,Faktur Pembelian,17453,ONLINE,Lunas,"",4500000.0,0.0
25/02/2026,Faktur Pembelian,17454,KETUT DUARAYASA SUPLAYER,Lunas,MASUK,10815000.0,0.0
25/02/2026,Faktur Pembelian,17455,BENGKEL NOTEBOOK,Lunas,"",1740000.0,0.0
25/02/2026,Faktur Pembelian,JL.2602.05815,CANDRA (BLESSING),Lunas,MASUK,15045000.0,0.0
25/02/2026,Faktur Pembelian,ONLINE SBY / INV / 2026 / 040048,WULAN (DISCOUNT NOTEBOOK),Lunas,"",190000.0,0.0
25/02/2026,Faktur Pembelian,ONLINE SBY / INV / 2026 / 039819,WULAN (DISCOUNT NOTEBOOK),Lunas,"",535000.0,0.0
25/02/2026,Faktur Pembelian,002349,LILI (PLATINUM),Lunas,"MASUK

BAYAR ",2700000.0,0.0
25/02/2026,Faktur Pembelian,002348,LILI (PLATINUM),Lunas,BAYAR ,9925000.0,0.0
25/02/2026,Faktur Pembelian,JK/26/02/0167,ELMI,Lunas,BAYAR 12 3 26,33600000.0,0.0
25/02/2026,Faktur Pembelian,JKT-JKT01A-PC26024287,AGRES IT,Lunas,"MASUK

",156375000.0,0.0
25/02/2026,Faktur Pembelian,JKT-JKT01A-PC26024315,AGRES IT,Lunas,MASUK,13900000.0,0.0
25/02/2026,Faktur Pembelian,26022414,DWI DUTA SARANA COMPUTER SURABAYA,Lunas,"",12880000.0,0.0
25/02/2026,Faktur Pembelian,JL202600000958,EDISON ATK,Lunas,bayar ,2700000.0,0.0
25/02/2026,Faktur Pembelian,17485,PT. PRIMALAYAN CITRA MANDIRI,Lunas,MASUK,547230.0,0.0
26/02/2026,Faktur Pembelian,17456,ONLINE,Lunas,"",1290000.0,0.0
26/02/2026,Faktur Pembelian,FK 4297,BETA COM,Lunas,BAYAR SENIN ,30400000.0,0.0
26/02/2026,Faktur Pembelian,JL202600000979,EDISON ATK,Lunas,"",2700000.0,0.0
27/02/2026,Faktur Pembelian,17457,ONLINE,Lunas,"",4755000.0,0.0
27/02/2026,Faktur Pembelian,JL5526020979,YULI (HP CENTRE),Lunas,MASUK,59700000.0,0.0
27/02/2026,Faktur Pembelian,JL5526020982,YULI (HP CENTRE),Lunas,MASUK,74625000.0,0.0
27/02/2026,Faktur Pembelian,JKT-JKT01A-PC26024610,AGRES IT,Lunas,MASUK,3475000.0,0.0
28/02/2026,Faktur Pembelian,17458,ONLINE,Lunas,"",9500000.0,0.0
28/02/2026,Faktur Pembelian,JL.2602.06536,CANDRA (BLESSING),Lunas,"MASUK

BAYAR 
",6890000.0,0.0
28/02/2026,Faktur Pembelian,JL.2602.06598,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",865000.0,0.0
28/02/2026,Faktur Pembelian,JL.2602.06606,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",6890000.0,0.0
28/02/2026,Faktur Pembelian,JL.2606.06607,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",6890000.0,0.0
28/02/2026,Faktur Pembelian,JL.2602.06628,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",865000.0,0.0
28/02/2026,Faktur Pembelian,JL.2602.06626,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",865000.0,0.0
28/02/2026,Faktur Pembelian,JL.2602.06665,CANDRA (BLESSING),Lunas,MASUK,8795000.0,0.0
28/02/2026,Faktur Pembelian,17460,CV AIRAV PUTRA,Lunas,"",650000.0,0.0
28/02/2026,Faktur Pembelian,ONLINE SBY / INV/2026/042318,WULAN (DISCOUNT NOTEBOOK),Lunas,"",3437500.0,0.0
28/02/2026,Faktur Pembelian,JL5526020998,YULI (HP CENTRE),Lunas,MASUK,50100000.000003,0.0
28/02/2026,Faktur Pembelian,JL5526021026,YULI (HP CENTRE),Lunas,MASUK,35900000.000002,0.0
28/02/2026,Faktur Pembelian,17469,LILI (PLATINUM),Lunas,BAYAR,3365000.0,0.0
01/03/2026,Faktur Pembelian,17461,ONLINE,Lunas,"",500000.0,0.0
01/03/2026,Faktur Pembelian,17462,PT TERA DATA INDONUSA,Lunas,"",400000.0,0.0
01/03/2026,Faktur Pembelian,17463,ONLINE,Lunas,"",2040000.0,0.0
01/03/2026,Faktur Pembelian,17464,ONLINE,Lunas,"",1050000.0,0.0
02/03/2026,Faktur Pembelian,JL.2603.00051,CANDRA (BLESSING),Lunas,"MASUK

bayar ",15325000.0,0.0
02/03/2026,Faktur Pembelian,JL.2602.00083,CANDRA (BLESSING),Lunas,"MASUK

bayar ",2230000.0,0.0
02/03/2026,Faktur Pembelian,JL.2603.00087,CANDRA (BLESSING),Lunas,MASUK,3540000.0,0.0
02/03/2026,Faktur Pembelian,JL.2603.00127,CANDRA (BLESSING),Lunas,"MASUK

bayar ",8840000.0,0.0
02/03/2026,Faktur Pembelian,JL.2602.00189,CANDRA (BLESSING),Lunas,"MASUK

bayar ",2913000.000001,0.0
02/03/2026,Faktur Pembelian,17465,KETUT DUARAYASA SUPLAYER,Lunas,MASUK,14135000.0,0.0
02/03/2026,Faktur Pembelian,00709553_036,PRIYO (K GALAXY),Lunas,"",4100000.0,0.0
02/03/2026,Faktur Pembelian,00709556_036,PRIYO (K GALAXY),Lunas,"",630000.0,0.0
02/03/2026,Faktur Pembelian,FK 4334,BETA COM,Lunas,MASUK,17160000.0,0.0
02/03/2026,Faktur Pembelian,JL5526030023,YULI (HP CENTRE),Lunas,"",42600000.0,0.0
02/03/2026,Faktur Pembelian,FK 4325,BETA COM,Lunas,MASUK,19240000.0,0.0
02/03/2026,Faktur Pembelian,00709554_036,PRIYO (K GALAXY),Lunas,MASUK,7000000.0,0.0
03/03/2026,Faktur Pembelian,PJL-26-03-00035,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK,24575000.0,0.0
03/03/2026,Faktur Pembelian,PJL-26-03-00034,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK,7500000.0,0.0
03/03/2026,Faktur Pembelian,00709619_036,PRIYO (K GALAXY),Lunas,"",2400000.0,0.0
03/03/2026,Faktur Pembelian,JK / 26 / 03 / 0020,ELMI COM,Lunas,"",8750000.0,0.0
03/03/2026,Faktur Pembelian,03202618238,AGUS (DORAN),Lunas,"",21850899.999977,0.0
03/03/2026,Faktur Pembelian,2603014,ANDY (JMK),Lunas,"MASUK

potong fd 28.500",10800000.0,0.0
03/03/2026,Faktur Pembelian,JL0000054481,IP COM TOKO,Lunas,"",7459000.0,0.0
04/03/2026,Faktur Pembelian,JL.2603.00629,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",8750000.0,0.0
04/03/2026,Faktur Pembelian,JL.2603.00709,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",3029000.0,0.0
04/03/2026,Faktur Pembelian,JL.2603.00748,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",1887000.0,0.0
04/03/2026,Faktur Pembelian,JL.2603.00863,CANDRA (BLESSING),Lunas,MASUK,8640000.0,0.0
04/03/2026,Faktur Pembelian,JL.2603.00872,CANDRA (BLESSING),Lunas,MASUK,11680000.0,0.0
04/03/2026,Faktur Pembelian,JL.2603.00874,CANDRA (BLESSING),Lunas,MASUK,8990000.0,0.0
04/03/2026,Faktur Pembelian,JL.2603.00875,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",52400000.000003,0.0
04/03/2026,Faktur Pembelian,S026020398,CV. MITRA TEGUH DISTRIBUSI,Lunas,"",21044013.999875,0.0
04/03/2026,Faktur Pembelian,JL.2603.00746,CANDRA (BLESSING),Lunas,MASUK,11040000.0,0.0
04/03/2026,Faktur Pembelian,JL202600001089,EDISON ATK,Lunas,"",1170000.0,0.0
05/03/2026,Faktur Pembelian,JL.2603.01049,CANDRA (BLESSING),Lunas,MASUK,13700000.0,0.0
05/03/2026,Faktur Pembelian,17467,ONLINE,Lunas,"",9550000.0,0.0
05/03/2026,Faktur Pembelian,17468,ONLINE,Lunas,"",30000.0,0.0
05/03/2026,Faktur Pembelian,JL.2603.01164,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",859000.0,0.0
05/03/2026,Faktur Pembelian,JL.2603.01223,CANDRA (BLESSING),Lunas,MASUK,47300000.0,0.0
05/03/2026,Faktur Pembelian,17482,LILI (PLATINUM),Lunas,bayar ,1820000.0,0.0
05/03/2026,Faktur Pembelian,JK/26/03/0036,ELMI COM,Lunas,"MASUK

bayar ",34000000.0,0.0
05/03/2026,Faktur Pembelian,17486,PT. PRIMALAYAN CITRA MANDIRI,Lunas,MASUK,1887000.0,0.0
05/03/2026,Faktur Pembelian,17488,PT WOOK GLOBAL TECHNOLOGY,Lunas,"",2838000.000024,0.0
05/03/2026,Faktur Pembelian,JK / 26 / 03 /0041,ELMI COM,Lunas,bayar ,95100000.0,0.0
05/03/2026,Faktur Pembelian,JL5526030174,YULI (HP CENTRE),Lunas,MASUK,54625000.0,0.0
05/03/2026,Faktur Pembelian,26/03/00011,PT CIPTA KARYA NUSANTARA ANDRE,Lunas,"",11976000.0,0.0
06/03/2026,Faktur Pembelian,17470,ONLINE,Lunas,"",138000.0,0.0
06/03/2026,Faktur Pembelian,17473,GLOBAL FIBER OPTIC,Lunas,MASUK,14650000.0,0.0
06/03/2026,Faktur Pembelian,17474,KETUT DUARAYASA SUPLAYER,Lunas,MASUK,12920000.0,0.0
06/03/2026,Faktur Pembelian,17475,KETUT DUARAYASA SUPLAYER,Lunas,MASUK,1325000.0,0.0
06/03/2026,Faktur Pembelian,17476,ONLINE,Lunas,BELUM MASUK,70000.0,0.0
06/03/2026,Faktur Pembelian,17477,ONLINE,Lunas,"",45000.0,0.0
06/03/2026,Faktur Pembelian,FK 4383,BETA COM,Lunas,MASUK,24856000.0,0.0
06/03/2026,Faktur Pembelian,00709833_036,PRIYO (K GALAXY),Lunas,"",1200000.0,0.0
07/03/2026,Faktur Pembelian,JL5526030226,YULI (HP CENTRE),Lunas,"",4545000.0,0.0
07/03/2026,Faktur Pembelian,JKT-JKT01A-PC26031225,AGRES IT,Lunas,MASUK,86875000.0,0.0
08/03/2026,Faktur Pembelian,17478,ONLINE,Lunas,"",240000.0,0.0
08/03/2026,Faktur Pembelian,17479,PT SUMBER BAHAGIA DIGITAL,Lunas,"",13340000.0,0.0
09/03/2026,Faktur Pembelian,17481,ONLINE,Lunas,"",2550000.0,0.0
09/03/2026,Faktur Pembelian,JL.2603.01979,CANDRA (BLESSING),Lunas,"MASUK

bayar",1838000.0,0.0
09/03/2026,Faktur Pembelian,JL.2603.01996,CANDRA (BLESSING),Lunas,MASUK,6285000.0,0.0
09/03/2026,Faktur Pembelian,JL.2603.02079,CANDRA (BLESSING),Lunas,MASUK,8490000.0,0.0
09/03/2026,Faktur Pembelian,FK 4413,BETA COM,Lunas,"MASUK

bayar ",27544000.0,0.0
09/03/2026,Faktur Pembelian,17487,DUAL RIZKY,Lunas,MASUK,170000.0,0.0
09/03/2026,Faktur Pembelian,ONLINE SBY/INV/2026 /047592,WULAN (DISCOUNT NOTEBOOK),Lunas,"",1901500.0,0.0
09/03/2026,Faktur Pembelian,002354,LILI (PLATINUM),Lunas,"MASUK

bayar ",6340000.0,0.0
09/03/2026,Faktur Pembelian,002355,LILI (PLATINUM),Lunas,"MASUK

bayar ",1765000.0,0.0
09/03/2026,Faktur Pembelian,1402,IQ TRONIK,Lunas,"",2640000.0,0.0
10/03/2026,Faktur Pembelian,JL.2603.02325,CANDRA (BLESSING),Lunas,"MASUK

bayar",500000.0,0.0
10/03/2026,Faktur Pembelian,JL.2603.02328,CANDRA (BLESSING),Lunas,masuk,500000.0,0.0
10/03/2026,Faktur Pembelian,JL.2603.02393,CANDRA (BLESSING),Lunas,"masuk

bayar",1500000.0,0.0
10/03/2026,Faktur Pembelian,JL.2603.02394,CANDRA (BLESSING),Lunas,"MASUK 

bayar ",3900000.0,0.0
10/03/2026,Faktur Pembelian,17483,ONLINE,Lunas,"",50000.0,0.0
10/03/2026,Faktur Pembelian,JL.2603.02475,CANDRA (BLESSING),Lunas,"masuk

bayar ",2914000.0,0.0
10/03/2026,Faktur Pembelian,JL.2603.02513,CANDRA (BLESSING),Lunas,MASUK,12729999.999999,0.0
10/03/2026,Faktur Pembelian,JN-N/SBY//100326/003,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,MASUK,412250.0,0.0
10/03/2026,Faktur Pembelian,JN-N/SBY//100326/004,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,MASUK,1462500.0,0.0
10/03/2026,Faktur Pembelian,17500,PT. Surya Makmur Kreasindo (HJ),Lunas,"",600000.0,0.0
10/03/2026,Faktur Pembelian,JKT-JKT01A-PC26031550,AGRES IT,Lunas,BAYAR ,268750000.0,0.0
11/03/2026,Faktur Pembelian,JL.2603.02632,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",7290000.0,0.0
11/03/2026,Faktur Pembelian,JL5526030384,YULI (HP CENTRE),Lunas,MASUK,41900000.0,0.0
11/03/2026,Faktur Pembelian,JL.2603.02885,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",10030000.0,0.0
11/03/2026,Faktur Pembelian,17489,ONLINE,Lunas,"",30000.0,0.0
11/03/2026,Faktur Pembelian,002358,LILI (PLATINUM),Lunas,"MASUK

PUNYA AKIU SIONG

bayar ",222500.0,0.0
11/03/2026,Faktur Pembelian,17502,PT TERA DATA INDONUSA,Lunas,"",430000.0,0.0
11/03/2026,Faktur Pembelian,03202676078,AGUS (DORAN),Lunas,"",21562500.0,0.0
11/03/2026,Faktur Pembelian,03202676049,AGUS (DORAN),Lunas,"",2616800.0,0.0
11/03/2026,Faktur Pembelian,002356,LILI (PLATINUM),Lunas,BAYAR,3150000.0,0.0
12/03/2026,Faktur Pembelian,17490,ONLINE,Lunas,"",180000.0,0.0
12/03/2026,Faktur Pembelian,JL.2603.03066,CANDRA (BLESSING),Lunas,MASUK,22080000.0,0.0
12/03/2026,Faktur Pembelian,17491,ONLINE,Lunas,BELI FIKTIF,4825000.0,0.0
12/03/2026,Faktur Pembelian,17492,PT WAHANA DATARINDO SEMPURNA,Lunas,"",17682300.0,0.0
12/03/2026,Faktur Pembelian,17493,ONLINE,Lunas,"",2040000.0,0.0
12/03/2026,Faktur Pembelian,JL.2603.03225,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",4880000.0,0.0
12/03/2026,Faktur Pembelian,002357,LILI (PLATINUM),Lunas,"MASUK

bayar ",9095000.0,0.0
12/03/2026,Faktur Pembelian,002360,LILI (PLATINUM),Lunas,"MASUK

bayar ",1000000.0,0.0
12/03/2026,Faktur Pembelian,002359,LILI (PLATINUM),Lunas,"MASUK

bayar ",1160000.0,0.0
13/03/2026,Faktur Pembelian,JL.2603.03336,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",3540000.0,0.0
13/03/2026,Faktur Pembelian,JL.2603.03337,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",4724999.999998,0.0
13/03/2026,Faktur Pembelian,17494,DYNAMICS MATARAM,Lunas,MASUK ,5800000.0,0.0
13/03/2026,Faktur Pembelian,17495,DUAL RISKY,Lunas,"",400000.0,0.0
13/03/2026,Faktur Pembelian,17496,PT TERA DATA INDONUSA,Lunas,"",275000.0,0.0
13/03/2026,Faktur Pembelian,002362,LILI (PLATINUM),Lunas,bayar ,980000.0,0.0
14/03/2026,Faktur Pembelian,17497,DUAL RISKY,Lunas,"",400000.0,0.0
15/03/2026,Faktur Pembelian,17499,ONLINE,Lunas,"",4260000.0,0.0
16/03/2026,Faktur Pembelian,JL.2603.03828,CANDRA (BLESSING),Lunas,MASUK,11040000.0,0.0
16/03/2026,Faktur Pembelian,JL.2603.03861,CANDRA (BLESSING),Lunas,MASUK,10580000.000001,0.0
16/03/2026,Faktur Pembelian,JL.2603.03831,CANDRA (BLESSING),Lunas,MASUK,10280000.000001,0.0
16/03/2026,Faktur Pembelian,17498,ONLINE,Lunas,"",0.0,0.0
16/03/2026,Faktur Pembelian,00710386_036,PRIYO (K GALAXY),Lunas,MASUK,11740000.0,0.0
16/03/2026,Faktur Pembelian,17506,KETUT DUARAYASA SUPLAYER,Lunas,MASUK,15900000.0,0.0
16/03/2026,Faktur Pembelian,002364,LILI (PLATINUM),Lunas,bayar ,2550000.0,0.0
16/03/2026,Faktur Pembelian,002363,LILI (PLATINUM),Lunas,bayar ,735000.0,0.0
16/03/2026,Faktur Pembelian,2603058,ANDY (JMK),Lunas,bayar ,7520000.0,0.0
16/03/2026,Faktur Pembelian,JL5526030571,YULI (HP CENTRE),Lunas,"",39900000.0,0.0
17/03/2026,Faktur Pembelian,002365,LILI (PLATINUM),Lunas,bayar ,740000.0,0.0
17/03/2026,Faktur Pembelian,JL5526030575,YULI (HP CENTRE),Lunas,"",39900000.0,0.0
18/03/2026,Faktur Pembelian,17501,CAMELION INDONESIA,Lunas,"",638108.0,0.0
20/03/2026,Faktur Pembelian,17503,BENGKEL NOTEBOOK,Lunas,"",90000.0,0.0
20/03/2026,Faktur Pembelian,17504,TATIK (LEGENDA),Lunas,"",750000.0,0.0
23/03/2026,Faktur Pembelian,17505,ONLINE,Lunas,"",240000.0,0.0
23/03/2026,Faktur Pembelian,17507,ONLINE,Lunas,MASUK,4200000.0,0.0
24/03/2026,Faktur Pembelian,JL.2603.04230,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",9500000.0,0.0
24/03/2026,Faktur Pembelian,JL.2603.04232,CANDRA (BLESSING),Lunas,"MASUK 

bayar ",2658000.0,0.0
24/03/2026,Faktur Pembelian,JL.2603.04235,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",2220000.0,0.0
24/03/2026,Faktur Pembelian,JL.2603.04236,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",1957000.0,0.0
24/03/2026,Faktur Pembelian,JL.2603.04355,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",6190000.0,0.0
24/03/2026,Faktur Pembelian,17508,ONLINE,Lunas,"",110000.0,0.0
24/03/2026,Faktur Pembelian,JL.2603.04267,CANDRA (BLESSING),Lunas,bayar ,3010000.0,0.0
25/03/2026,Faktur Pembelian,17509,KETUT DUARAYASA SUPLAYER,Lunas,MASUK ,9180000.0,0.0
25/03/2026,Faktur Pembelian,JL.2603.04770,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",17430000.0,0.0
25/03/2026,Faktur Pembelian,s026030238,CV. MITRA TEGUH DISTRIBUSI,Lunas,"",20345155.000125,0.0
25/03/2026,Faktur Pembelian,JKT-JKT01A-PC26033019,AGRES IT,Lunas,"",0.0,0.0
25/03/2026,Faktur Pembelian,JKT-JKT01A-PC26033143,AGRES IT,Lunas,MASUK,0.0,0.0
26/03/2026,Faktur Pembelian,JL.2603.04949,CANDRA (BLESSING),Lunas,"masuk 

bayar ",665000.0,0.0
26/03/2026,Faktur Pembelian,JL.2603.05025,CANDRA (BLESSING),Lunas,MASUK ,16475000.0,0.0
26/03/2026,Faktur Pembelian,17510,ONLINE,Lunas,"",645000.0,0.0
26/03/2026,Faktur Pembelian,JL.2603.05026,CANDRA (BLESSING),Lunas,"MASUK 

bayar ",3140000.0,0.0
26/03/2026,Faktur Pembelian,JL.2603.05054,CANDRA (BLESSING),Lunas,MASUK ,2980000.0,0.0
26/03/2026,Faktur Pembelian,JL.2603.05055,CANDRA (BLESSING),Lunas,"MASUK 

bayar ",2980000.0,0.0
26/03/2026,Faktur Pembelian,PJL-26-03-00234,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK

VIA BPM",25670000.0,0.0
26/03/2026,Faktur Pembelian,PJL-26-03-00236,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK

VIA BPM",34699999.999999,0.0
26/03/2026,Faktur Pembelian,00710535_036,PRIYO (K GALAXY),Lunas,"",855000.0,0.0
26/03/2026,Faktur Pembelian,00710567_036,PRIYO (K GALAXY),Lunas,"",1330000.0,0.0
26/03/2026,Faktur Pembelian,SSORDTDI-26030863,PT TERA DATA INDONUSA,Lunas,MASUK,869999.999999,0.0
26/03/2026,Faktur Pembelian,JKT-JKT01A-PC26033238,AGRES IT,Lunas,"",47400000.0,0.0
26/03/2026,Faktur Pembelian,FK 4501,BETA COM,Lunas,"MASUK 

BAYAR ",28730000.0,0.0
26/03/2026,Faktur Pembelian,FK 4524,BETA COM,Lunas,"MASUK 

BAYAR ",42500000.0,0.0
26/03/2026,Faktur Pembelian,FK 4500,BETA COM,Lunas,MASUK ,10574999.999998,0.0
26/03/2026,Faktur Pembelian,JL202600001282,EDISON ATK,Lunas,"",5850000.0,0.0
27/03/2026,Faktur Pembelian,17511,ONLINE,Lunas,"",2040000.0,0.0
27/03/2026,Faktur Pembelian,JL.2603.05141,CANDRA (BLESSING),Lunas,MASUK ,11040000.0,0.0
27/03/2026,Faktur Pembelian,S026030257,CV. MITRA TEGUH DISTRIBUSI,Lunas,"",1100736.0,0.0
27/03/2026,Faktur Pembelian,JKT-JKT01A-NC26032909,AGRES IT,Lunas,"",335500000.0,0.0
28/03/2026,Faktur Pembelian,17512,NURUL WTC,Lunas,BELUM MASUK,24200000.0,0.0
28/03/2026,Faktur Pembelian,JL.2603.05560,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",41175000.0,0.0
28/03/2026,Faktur Pembelian,17513,ONLINE,Lunas,"",69500.0,0.0
28/03/2026,Faktur Pembelian,032026188848,AGUS (DORAN),Lunas,"",8268000.0,0.0
28/03/2026,Faktur Pembelian,00710667_036,PRIYO (K GALAXY),Lunas,"",6530000.0,0.0
28/03/2026,Faktur Pembelian,JL5526030804,YULI (HP CENTRE),Lunas,MASUK ,240000.0,0.0
29/03/2026,Faktur Pembelian,17514,ONLINE,Lunas,FIKTIF,1800000.0,0.0
29/03/2026,Faktur Pembelian,17515,FIKTIF BELI,Lunas,"",5250000.0,0.0
29/03/2026,Faktur Pembelian,17516,ONLINE,Lunas,"",645000.0,0.0
30/03/2026,Faktur Pembelian,JL.2603.05661,CANDRA (BLESSING),Lunas,MASUK ,8190000.0,0.0
30/03/2026,Faktur Pembelian,17517,ONLINE,Lunas,"",177594.999996,0.0
30/03/2026,Faktur Pembelian,17518,ONLINE,Lunas,"",0.0,0.0
30/03/2026,Faktur Pembelian,JK/26/03/0170,ELMI COM,Lunas,BAYAR ,40500000.0,0.0
30/03/2026,Faktur Pembelian,17520,GLOBAL FIBER OPTIC,Lunas,MASUK,8000000.0,0.0
30/03/2026,Faktur Pembelian,JL.2603.05833,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",1500000.0,0.0
30/03/2026,Faktur Pembelian,17521,ONLINE,Lunas,Masuk,1100000.0,0.0
30/03/2026,Faktur Pembelian,PJL-26-03-00274,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK,7695000.0,0.0
30/03/2026,Faktur Pembelian,JL.2603.05675,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",2710000.0,0.0
30/03/2026,Faktur Pembelian,JL.2603.05674,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",1425000.0,0.0
30/03/2026,Faktur Pembelian,JL.2603.05676,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",158000.0,0.0
30/03/2026,Faktur Pembelian,JL.2603.05677,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",2725000.0,0.0
30/03/2026,Faktur Pembelian,17529,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",990000.0,0.0
30/03/2026,Faktur Pembelian,00710726_036,PRIYO (K GALAXY),Lunas,MASUK,15600000.0,0.0
30/03/2026,Faktur Pembelian,FK 4544,BETA COM,Lunas,"MASUK 

 BAYAR",31037000.0,0.0
30/03/2026,Faktur Pembelian,JK/26/03/0171,ELMI COM,Lunas,"",5850000.0,0.0
30/03/2026,Faktur Pembelian,002366,LILI (PLATINUM),Lunas,"",3810000.0,0.0
31/03/2026,Faktur Pembelian,17522,FIKTIF BELI,Lunas,"",550000.0,0.0
31/03/2026,Faktur Pembelian,JL.2603.06195,CANDRA (BLESSING),Lunas,"masuk 

BAYAR ",8082000.0,0.0
31/03/2026,Faktur Pembelian,17523,HARAPAN BARU,Lunas,"",2950000.0,0.0
31/03/2026,Faktur Pembelian,S260331039,DYNAMICS MATARAM,Lunas,"",7700000.0,0.0
31/03/2026,Faktur Pembelian,PJL-26-03-00299,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK 

VIA BSA

BAYAR ",31810000.0,0.0
31/03/2026,Faktur Pembelian,26032142,DWI DUTA SARANA COMPUTER SURABAYA,Lunas,"",4480000.0,0.0
