Product Code,Product Name,Unassigned,Total Quantity,Product Unit
"",CASING PARADOX GAMING LUXY V100,0,0,PCS
"",CASING PARADOX Gaming MASAMUNE Preinstalled 3 x 120mm,0,0,PCS
"",CASING PARADOX GAMING PAINE,0,0,UNIT
"",CASING PARADOX GAMING YAMATO BLACK,0,0,UNIT
"",CASING PC COOLER PLATINUM LM3000W ARGB,0,0,UNIT
"",CASING PC COOLER PLATINUM LM300G ARGB GREY,0,0,PCS
"",CASING PC COOLER PLATINUM MM200 MESH BLACK,0,0,UNIT
"",CASING PC COOLER PLATINUM MM200W MESH WHITE,0,0,PCS
"",CASING PC DEEPCOOL MATREXX 50 ADD RGB 4 FAN (NON PSU),0,0,PCS
"",CASING PC INFINITY NEBULA V.2,0,0,UNIT
"",CASING PC POWER MAX 2.0,13,13,PCS
"",CASING PC POWER MAX 3.0,22,22,PCS
"",CASING PC SIMBADDA SIM V,7,7,PCS
"",CASING PC VENOM ZERO SKY ARGB,0,0,PCS
"",CASING SIMBADDA ATK 680 / 685,0,0,UNIT
"",CASING SIMBADDA GAMING BATTLEGROUND 13,0,0,PCS
"",CASING SSD DATAFAST DUAL MODE NGFF & NVME,0,0,PCS
"",CASING SSD DATAFAST M2 NGFF,0,0,PCS
"",CASING SSD DATAFAST NMVE,6,6,PCS
"",CASING SSD EXTERNAL USB 3.0 M2 SATA,0,0,PCS
"",CASING SSD ORICO HM2-G2-BK-BP NVME M.2 SSD,0,0,PCS
"",CASING SSD VOXY DUAL MODE NGFF & NVME,8,8,PCS
"",CASING VENOM BALDUR ALPHA,0,0,PCS
"",CASING VENOM MARS 3 FAN,0,0,PCS
"",CASING VENOM RHAEGAL,0,0,PCS
"",CASING VENOM RX ARASAKA,0,0,PCS
"",CASING VENOM RX DAEMON S9,0,0,PCS
"",CASING VENOM RX DRAGON MAX,0,0,PCS
"",CASING VENOM RX ELDEN ARGB WHITE,0,0,UNIT
"",CASING VENOM RX FOX ESPORT INCLUD 3 FAN #,1,1,PCS
"",CASING VENOM RX GROM ATX,0,0,PCS
"",CASING VENOM RX MAKAROVE,0,0,PCS
"",CASING VENOM RX MARS INCLUDE 3 FAN,0,0,PCS
"",CASING VENOM RX PSU 300W,0,0,PCS
"",CASING VENOM RX ROCKSTART INCLUDE FAN RGB,0,0,PCS
"",CASING VENOM RX SAMURAI,0,0,PCS
"",CASING VENOM RX URRA ARGB,0,0,PCS
"",CASING VENOM VAGHAR,0,0,PCS
"",CASING VURION,0,0,PCS
"",CASING VURRION V9 SERIES,1,1,PCS
"","CASSING ALCATROZ AZZURA MILLENIA ECO AIR 3 RGB MATX,ITX BLACK  (Psu 250w) TP",1,1,PCS
"",CATRDIGE CANON CA91 / BH7 (G2010),0,0,PCS
"",CATRDIGE HP 678 COLOUR,0,0,PCS
"",CATRIDGE 810 COPOTAN,0,0,PCS
"",CATRIDGE 811 COPOTAN,0,0,PCS
"",CATRIDGE CANON 740,0,0,PCS
"",CATRIDGE CANON 741,0,0,PCS
"",CATRIDGE CANON 745,3,3,PCS
"",CATRIDGE CANON 745 BLACK S,2,2,PCS
"",CATRIDGE CANON 746,5,5,PCS
"",CATRIDGE CANON 746 COLOR S,4,4,PCS
"",CATRIDGE CANON 810 BLACK,146,146,PCS
"",CATRIDGE CANON 811 COLOUR,252,252,PCS
"",CATRIDGE CANON 830,0,0,PCS
"",CATRIDGE CANON 88,0,0,PCS
"",CATRIDGE CANON 98,0,0,PCS
"",CATRIDGE CANON CA92 / CH7 (G2010),10,10,PCS
"",CATRIDGE CANON CL 57,30,30,PCS
"",CATRIDGE CANON CL1 - 751 CYAN,1,1,PCS
"",CATRIDGE CANON CL1 - 751 YELLOW,1,1,PCS
"",CATRIDGE CANON PG 47,50,50,PCS
"",CATRIDGE COMPUPRINT PRK6240,0,0,PCS
"",CATRIDGE HP 215A,0,0,PCS
"",CATRIDGE HP 678 BLACK,0,0,PCS
"",CATRIDGE HP 680 BLACK,0,0,PCS
"",CATRIDGE HP 680 COLOUR,2,2,PCS
"",CATRIDGE HP 682 BLACK,2,2,PCS
"",CATRIDGE HP 682 COLOR,2,2,PCS
"",CATRIDGE HP GT BLACK X4E75AA,0,0,PCS
"",CATRIDGE IX 6770 751 YELLOW,0,0,PCS
"",CATRIDGE PGI-35 BLACK,0,0,PCS
"",CATRIDGE PITA PRINT ERC 39,0,0,PCS
"",CATRIDGE PRINTER HP GT 51 M0H51AA (BLACK),2,2,PCS
"",CATRIDGE PRINTER HP GT 52 M0H50AA (COLOUR),0,0,PCS
"",CATRIDGE TONER BROTHER L2540 DW,2,2,PCS
"",CATRIDGE TONER HP 30A BLACK,0,0,PCS
"",CCTV CAM 5MP T1A51P S2 5MP INDOOR,0,0,PCS
"",CCTV CAM DAHUA 5MP OUTDOOR,0,0,PCS
"",CCTV CAM DAHUA HAC B1A21 IR BULLET (OUTDOOR),6,6,PCS
"",CCTV CAM DAHUA HAC-T1A21 IR BULLET (INDOOR),22,22,PCS
"",CCTV CAM DAHUA IPC B1A51 5MP,0,0,PCS
"",CCTV CAM HIK DS-2DE4425IW-DE-IR SPEED DOME,0,0,UNIT
"",CCTV DVR DAHUA 8CH XVR1A08,0,0,UNIT
"",CCTV DVR DAHUA 8CH XVR1B08-1 (MH),5,5,UNIT
"",CCTV DVR DAHUA DH-XVR1B04-I 4CH,7,7,UNIT
"",CCTV DVR DAHUA XVR1B08H 5MP,0,0,UNIT
"",CCTV DVR DAHUA XVR1B16H 16CH,5,5,PCS
"",CCTV DVR DAHUA XVR5116HS-12,0,0,UNIT
"",CCTV DVR HIK 16CH DS 7216HGHI K1,0,0,PCS
"",CCTV DVR HIK DS-7224HQHI-K2,0,0,PCS
"",CCTV NVR DS-7604NI-Q1,0,0,UNIT
"",CCTV NVR HIK DS-7104NI-Q1/M 4-CH,0,0,UNIT
"",CCTV YI DOME X,0,0,PCS
"",CD-R ARITA,231,231,PCS
"",CD-R GT PRO,77,77,PCS
"",CD-R GT PRO BUTTERFLY,70,70,PACK
"",CD-R MAXELL MQ,69,69,PCS
"",CD-RW GT PRO,2,2,PCS
"",CHAIRMAN BOSCH CCS900S ULTRO,0,0,UNIT
"",CHARGER BATERAI AA/AAA,23,23,PCS
"",CHARGER CANON LC E10,1,1,PCS
"",CHARGER CANON LC E17,0,0,PCS
"",CHARGER CANON LC E5,0,0,PCS
"",CHARGER CANON LC E8,1,1,PCS
"",CHARGER HP KW,14,14,PCS
"",CHARGER JETE E11 65W,1,1,PCS
"",CHARGER JETE E22 65W,0,0,PCS
"",CHARGER MOBIL JETE R3 38 WATT,4,4,PCS
"",CHARGER WIRELESS SAMSUNG,0,0,PCS
"",CHIP MAINTENAN BOX EPSON L6190,3,3,PCS
"",CHIP MAINTENAN BOX G2020,0,0,PCS
"",CLEANER CATRIDGE,0,0,Buah
"",CLEANER HEAD #,4,4,PCS
"",CLEANER KIT CAMERA,0,0,PCS
"",CLEANER LCD 3 IN 1,127,127,PCS
"",COLOKAN,0,0,PCS
"",COLOKAN 3 LUBANG,0,0,PCS
"",CONECTOR IDF 4,0,0,SET
"",CONNECTOR RJ45 BELDEN CAT 6 (PACK),0,0,PACK
"",CONNECTOR RJ45 BELDEN CAT5E (PACK),40,40,PCS
"",CONNECTOR RJ45 BIASA,74,74,PACK
"",CONNECTOR RJ45 COMMSCOPE CAT 5E (PACK),28,28,PACK
"",CONVERTER ATA SATA TO USB X TECH (R DRIVE),1,1,PCS
"",CONVERTER AUDIO OPTIC TO ANALOG,1,1,PCS
"",Converter BAFO (USB to LPT Parallel Printer),7,7,PCS
"",CONVERTER DISPLAY PORT TO HDMI,3,3,PCS
"",CONVERTER DISPLAY PORT TO VGA,10,10,PCS
"",CONVERTER DVI TO VGA 24 + 5,13,13,PCS
"",CONVERTER FIBER OPTIC TO LAN HTB 3100 A,40,40,PCS
"",CONVERTER FIBER OPTIC TO LAN HTB GS03A GIGABIT,10,10,PCS
"",CONVERTER HDMI TO AV,8,8,PCS
"",CONVERTER HDMI TO VGA (KABEL),39,39,PCS
"",CONVERTER HDMI TO VGA (NON KABEL),8,8,PCS
"",CONVERTER LAN TO BNC,0,0,PCS
"",CONVERTER MINI DISPLAY PORT TO VGA,1,1,PCS
"",CONVERTER SERIAL COM TO USB BAFO DB9,2,2,PCS
"",CONVERTER STICK PS 2 TO USB,27,27,PCS
"","CONVERTER TYPE C 4 IN 1 ( HDMI, VGA, USB, TYPE C )",6,6,PCS
"",CONVERTER TYPE C 8 IN 1,16,16,PCS
"",CONVERTER TYPE C TO HDMI #,0,0,PCS
"",CONVERTER USB TO HDMI,9,9,PCS
"",CONVERTER USB TO PS 2,0,0,PCS
"",CONVERTER USB TO VGA,1,1,PCS
"",CONVERTER VENTION DISPLAY PORT TO HDMI 4K,1,1,PCS
"",CONVERTER VGA HDMI AUDIO MR,15,15,PCS
"",CONVERTER VGA TO HDMI,19,19,PCS
"",COOLER HP PX1 BLACK JETE GAMING,1,1,PCS
"",COOLER MASTER HYPE 212 HELO WHITE,0,0,PCS
"",COOLINGPAD BESI,0,0,PCS
"",COOLINGPAD KEPITING,932,932,PCS
"",COOLINGPAD LX1 LAPTOP JETE GAMING,6,6,PCS
"",COOLINGPAD NC 32 1FAN BESAR,165,165,PCS
"",CORONG TOA 25W,0,0,UNIT
"",CUTTER L500,249,249,PCS
"",CUTTER RENTENGAN,12,12,PCS
"",DAHUA IP CAM 2MP OUTDOOR,0,0,UNIT
"",DAHUA IP CAM DH-IPC-HDW1230T1-S4 EYEBALL,0,0,UNIT
"",DAHUA IP CAM DH-IPC-HFW1230S1-A-S5 OUTDOOR BD,0,0,PCS
"",DAHUA IP CAM DH-IPC-HPW1230SIP-S4 BULLET,0,0,UNIT
"",DAHUA NVR DHI - NVR1104HS-S3/H 4CH,0,0,UNIT
"",DAHUA PTZ IP SD49425GB-HNR 4MP,0,0,PCS
"",DAK 16 X 25,0,0,PCS
"",DATA PRINT DP 27,7,7,KOTAK
"",DATA PRINT DP 28,46,46,KOTAK
"",DATA PRINT DP 40,89,89,PCS
"",DATA PRINT DP 41,176,176,PCS
"",DC KONEKTOR JACK PSU TYPE C,1,1,PCS
"",DELEGATE BOSCH CCS900S ULTRO,0,0,UNIT
"",DELI BINDER CLIP NO 155,94,94,PCS
"",DELI CALCULATOR 12 DIGIT GOLDEN,0,0,PCS
"",DELI CALCULATOR C868C CHECK 120 STEPS 12 DIGIT,0,0,PCS
"",DELI CALCULATOR E1654C CHECK 112 STEPS 12 DIGIT,3,3,PCS
"",DELI CALCULATOR W868 12 DIGIT,0,0,PCS
"",DELI GLUE STICK 15GR (LEM STICK),0,0,PCS
"",DELI GLUE STICK 8GR EA20010 (LEM STICK),2,2,PCS
"",DELL INSPIRON 14 3000 CI5 1035G1 W10,0,0,UNIT
"",DELL LATITUDE 3410 CI5-10210U 4GB 1TB HDD WIN 10,0,0,UNIT
"",DELL VOSTRO 14 3405 AMD RYZEN 3 3250U 4GB 1TB HDD,0,0,UNIT
"",DELL VOSTRO V3510 Ci3-1115G4 4GB 1TB WIN 11,0,0,UNIT
"",DIGITAL THEODOLIT MEREK SOUTH,0,0,UNIT
"",Direct To Card Printer HID Fargo DTC1250ID Single Side Printing 300dpi,0,0,UNIT
"",DISPENSER MIYAKO WD 289 HC,0,0,PCS
"",DJI DRONE MAVIC AIR 2S BASIC,0,0,UNIT
"",DJI DRONE MAVIC AIR 2S COMBO,0,0,UNIT
"",DJI DRONE MINI 2 SE BASIC,0,0,UNIT
"",DJI DRONE MINI 3 BASIC,0,0,UNIT
"",DJI LITO 1 FLY MORE COMBO RC - N3,0,0,UNIT
"",DJI MINI 5 PRO FLY MORE COMBO (RC2) TP,0,0,UNIT
"",DLINK DES-1024A SWITCH 24 PORT (HUB LAN),0,0,PCS
"",DLINK DWA-121 N150 WIRLESS PICO USB Adapter,3,3,PCS
"",DLINK SWITCH 16 GIGABIT DGS - 1016C BESI,0,0,PCS
"",DLINK SWITCH 16 Port DES-1016A (HUB LAN),1,1,PCS
"",DLINK SWITCH 24 PORT DES - 1024C/D BESI,0,0,PCS
"",DLINK SWITCH 24P GIGABIT DGS-1024C besi,1,1,PCS
"",DLINK SWITCH 8 PORT DES 1008C/A (HUB LAN),1,1,PCS
"",DLINK SWITCH 8 PORT DGS-1008A GIGABIT,0,0,PCS
"","DLINK SWITCH HUB DGS-1052 Metal, 48P + 4 UPLINK COMBO",0,0,UNIT
"",DOMPET CAMERA,0,0,PCS
"",DOUBLE TAPE NACHI 24MM 5 METER,0,0,PCS
"",DRONE DJI AIR 3S FLYMORE COMBO RC2,0,0,UNIT
"",DRONE DJI MAVIC 2 PRO,0,0,UNIT
"",DRUM FILM KIT BROTHER L2540 DW,2,2,UNIT
"",DRYBOX AILITE 20 LITTER,0,0,PCS
"",DRYBOX AILITE 30 LITTER,0,0,PCS
"",DUCT 15 BATANG,0,0,BATANG
"",DUDUKAN TRIPOT CAMERA,1,1,PCS
"",DUPLEXER,0,0,UNIT
"",DURADUS,0,0,PCS
"",DVD EXTERNAL LG,0,0,PCS
"",DVD GT PRO DUAL LAYER,46,46,PCS
"",DVD RW EXTERNAL ASUS SDRW-08D25S-ULITE,0,0,UNIT
"",DVD RW EXTERNAL SAMSUNG 3.0,0,0,PCS
"",DVD RW INTERNAL LG,2,2,PCS
"",DVD-R GT PRO,978,978,PCS
"",DVD-R MAXELL,10,10,PCS
"",DVD-RW GT PRO,40,40,PCS
"",DVI-D TO HDMI,0,0,PCS
"",DVI-D TO VGA,3,3,PCS
"",DVR DAHUA 4 CH 5MP,0,0,PCS
"",DVR DAHUA DH-XVR4232AN-I 32CH,0,0,UNIT
"",DVR HIK 32 CH,0,0,PCS
"",DVR HIKVISION 4CH,0,0,PCS
"",DVR HIKVISION IDS-7208HQHI-M1/E 8CH,0,0,PCS
"",DVR HILOOK 16CH,0,0,UNIT
"",E PAPER A4,1,1,PCS
"",E PAPER F4,42,42,PCS
"",EARBUDS BASS DRIVEN VGEN,0,0,PCS
"",EARPHONE BT JETE CF2,0,0,PCS
"",EARPHONE BT JETE T9,1,1,PCS
"",EARPHONE BT JETE TWS CS2,0,0,PCS
"",EARPHONE BT JETE TWS T12,0,0,PCS
"",EARPHONE BT JETE TWS T16,0,0,PCS
"",EARPHONE BT JETE TWS T3,0,0,PCS
"",EARPHONE JETE BT CS1,0,0,PCS
"",EARPHONE JETE BT TWS CE6,0,0,PCS
"",EARPHONE JETE BT TWS CE8,0,0,PCS
"",EARPHONE JETE CELLO,19,19,PCS
"",EARPHONE JETE CLASSIC 2,4,4,PCS
"",EARPHONE JETE HA1,88,88,PCS
"",EARPHONE JETE HA3,1,1,PCS
"",EARPHONE JETE PUMP,32,32,PCS
"",EARPHONE JETE TWS CE1,0,0,PCS
"",EARPHONE JETE TWS CE2,0,0,PCS
"",EARPHONE TWS JETE BT CEG1,0,0,PCS
"",EARPHONE TWS JETE BT CS5,1,1,PCS
"",EARPHONE TWS JETE CE7,0,0,PCS
"",EARPHONE TWS JETE T9,1,1,PCS
"",EARPHONE TWS NODX NECTONE,1,1,PCS
"",EPRINT CANON 200ML BLACK,88,88,PCS
"",EPRINT CANON 200ML CYAN,176,176,PCS
"",EPRINT CANON 200ML MAGENTA,118,118,PCS
"",EPRINT CANON 200ML YELLOW,122,122,PCS
"",EPRINT HEAD CLEANER,0,0,PCS
"",Epson EcoTank L15160 A3 Wi-Fi Duplex All-in-One Ink Tank Printer,0,0,UNIT
"",EPSON L120,0,0,UNIT
"",EPSON L3110,0,0,UNIT
"",EPSON T04D1 MAINTENANCE BOX,1,1,PCS
"",EXHAUST VISALUX 10 INCH,0,0,UNIT
"",EXTENSION USB MALE TO FEMALE 3.0 VENTION,0,0,PCS
"",FAN AC WINNER,0,0,PCS
"",FAN CASING ALSEYE AIRMAX-M-120-MR RGB 120/5,0,0,PCS
"","FAN CASING CPU HITAM 8""",5,5,PCS
"","FAN CASING CPU TRANSPARAN 12""",21,21,PCS
"","FAN CASING CPU TRANSPARAN 8""",20,20,PCS
"",FAN CASING DARK FLASH C6MS AURORA SPECTRUM RGB 3 IN 1 (3PACK) WHITE,0,0,PCS
"",FAN CASING GAMEN RGB LIGHTING EFFECT,0,0,PCS
"",FAN CASING LED,41,41,PCS
"",FAN CASING PC RGB COOLER FX-120-3 120MM 3 PIN FIXED COLOR,1,1,PCS
"",FAN CASING RGB,18,18,PCS
"",FAN CASING SIMBADDA BATTLEGROUND RGB,0,0,PCS
"",FAN CASING THERMALTAKE PURE 12 ARGB Sync Radiator 3 fan,0,0,PCS
"",FAN DEEP COOL THETA 20 PWM,5,5,PCS
"",FAN INTEL NUC 8,0,0,PCS
"",FAN INTERNAL LAPTOP,0,0,PCS
"",FAN PC AIO,1,1,PCS
"",FAN PROC COOLER MASTER 170C LGA 1700 ARGB,1,1,PCS
"",FAN PROC COOLER MASTER HYPER 212 SPECTRUM V3,0,0,PCS
"",FAN PROC COOLER MASTER MASTER LIQUID ML120L V2 RGB MLW D12M A18PC R2,0,0,UNIT
"",Fan Proc DARKFLASH AQUAGLOW DG240 ARGB LIQUID CPU COOLER BLACK,0,0,PCS
"",FAN PROC DEEP COOL CK11508,1,1,PCS
"",FAN PROC DEEP COOL CK11509,7,7,PCS
"",FAN PROC EYOTA,7,7,PCS
"",Fan Proc Master Masterliquid ML240L V2 ARGB -MLW,0,0,PCS
"",FAN PROC SOKET 1700,5,5,PCS
"",FAN PROCESSOR  CPU INTEL,40,40,PCS
"",FAN PROCESSOR  SCORPION,1,1,PCS
"",FAN PROSESOR COOLER MASTER HYPER TURBO 212,0,0,PCS
"",FAN PROSESOR DEEPCOOL GAMMAXX L240 V2,0,0,PCS
"",FAN TURBO MASPION 18,0,0,UNIT
"",FAN WALL MASPION 14 INC 3602 K,0,0,PCS
"",FAST CAR CHARGER VGEN 4 USB PORT,0,0,PCS
"",FD 32GB KINGSTONE EXODIA USB 3.2,7,7,PCS
"",FD BLADE CZ50 16GB SANDISK,67,67,PCS
"",FD BLADE CZ50 32GB SANDISK,24,24,PCS
"",FD BLADE CZ50 8GB SANDISK,0,0,PCS
"",FD DUAL DRIVE SDDDC3 TYPE C 32 SANDISK,0,0,PCS
"",FD FORCE CZ71 16GB SANDISK (METAL),0,0,PCS
"",FD FORCE CZ71 32GB SANDISK (METAL),14,14,PCS
"",FD GLIDE CZ60 32GB SANDISK (D),1,1,PCS
"",FD GLIDE CZ600 32GB SANDISK #,29,29,PCS
"",FD GLIDE CZ600 SANDISK 64GB #,76,76,PCS
"",FD GLIDE SDCZ600 16GB 3.0,8,8,PCS
"",FD HP 32 GB,0,0,PCS
"",FD JOINT / INDILINX 16GB,0,0,PCS
"",FD JOINT / INDILINX 4GB,14,14,PCS
"",FD JOINT / INDILINX 8GB,20,20,PCS
"",FD LENOVO THINKPLUS 8GB,11,11,PCS
"",FD LEXAR JUMPDRIVE V40 16GB,0,0,PCS
"",FD LEXAR S60 64GB,0,0,PCS
"",FD N-TECH 16GB,17,17,PCS
"",FD N-TECH 32GB,0,0,PCS
"",FD N-TECH 4GB,21,21,PCS
"",FD N-TECH 8GB,12,12,PCS
"",FD SANDISK 128GB OTG USB 3,0,0,PCS
"",FD SANDISK 16GB OTG TYPE C,0,0,PCS
"",FD SANDISK 16GB ULTRA DUAL DRIVE 3.0 (OTG MICRO),72,72,PCS
"",FD SANDISK 32GB FLAIR,0,0,PCS
"",FD SANDISK 32GB OTG TYPE C,3,3,PCS
"",FD SANDISK 32GB ULTRA DUAL DRIVE 3.0 (OTG MICRO),55,55,PCS
"",FD SANDISK CZ600 128 GB,63,63,PCS
"",FD SANDISK ULTRA 3.0 CZ48 16GB,0,0,PCS
"",FD SANDISK ULTRA 3.0 CZ48 64GB,0,0,PCS
"",FD SKY HUB 8GB,7,7,PCS
"",FD TOSHIBA 16 GB OHWARI METAL,0,0,PCS
"",FD U2 4GB JETE,124,124,PCS
"",FD U2 8GB JETE,149,149,PCS
"",FD U2 JETE 16GB,104,104,PCS
"",FD U2 JETE 32GB,145,145,PCS
"",FD U3 JETE 16GB 3.0,44,44,PCS
"",FD U3 JETE 32GB 3.0,43,43,PCS
"",FD U3 JETE 8GB 3.0,21,21,PCS
"",FD V-GEN 16GB,0,0,PCS
"",FD V-GEN 32GB,0,0,PCS
"",FD V-GEN 8GB,8,8,PCS
"",FEIYU Scorp C -Axis Handheld Gimbal Stabilizer Kamera,1,1,UNIT
"",FEIYU SCORP F2 3-AXIS STABILIZER,0,0,UNIT
"",FEIYU VIMBLE 3 GIMBAL STABILIZER HP SMARTPHONE,0,0,UNIT
"",FILE BOX,93,93,PCS
"",FILM FAX PRINTECH KX 93/57,10,10,PCS
"",FILTER HOYA 58MM,15,15,PCS
"",FILTER LENSA UV 55,5,5,PCS
"",FINGER SPOT REVO 202BNC FD,0,0,UNIT
"",FINGERPRINT READER DIGITAL PERSONA U ARE U 4500,0,0,UNIT
"",FINGERPRINT SCANNER SOLUTION U ARE U 4500 HID,0,0,PCS
"",FISHER + SKRUP,0,0,PCS
"",FLASH GODOX TT600,0,0,PCS
"",FLEXY 4 METER,0,0,METER
"",FLEXY L5290,0,0,PCS
"",FLEXY SCANNER EPSON L3210,9,9,PCS
"",FLIPER HITI,0,0,UNIT
"",FUJIFILM INSTAX MINI PAPER,3,3,PCS
"",FUSE EPSON,10,10,PCS
"",FUSER BROTHER L2540DW,5,5,PCS
"",GAMEPAD DOUBLE BLACK,39,39,PCS
"",GAMEPAD DOUBLE TRANSPARANT,34,34,PCS
"",GAMEPAD SINGLE BLACK,21,21,PCS
"",GAMEPAD SINGLE TRANSPARANT,39,39,PCS
"",GEAR ASF L3110,1,1,PCS
"",GENSET HONDA STARKE 6800HE,0,0,UNIT
"",GIMBAL FEIYU SCORP C,0,0,UNIT
"",GODOX SL60W + SOFTBOX + STAND,0,0,SET
"",GORILLAPOT TAKARA FP 666,5,5,PCS
"",GPS GARMIN 64 S,0,0,UNIT
"",GPS GARMIN 78S,0,0,UNIT
"",GPS GARMIN MONTANA 680,0,0,PCS
"",GUNTING,32,32,PCS
"",HANDYCAM HDV 530,0,0,UNIT
"",HANDYCAM SONY CX405,0,0,UNIT
"",HANDYCAM SONY MC 2500,0,0,UNIT
"",HARDCASE HDD,52,52,PCS
"","HDD 2TB 3.5""",0,0,PCS
"","HDD CADDY 9,5 MM",0,0,PCS
"","HDD EXTERNAL 1TB 2,5"" SEAGATE ONE TOUCH #",0,0,PCS
"","HDD EXTERNAL 2TB  SEAGATE 2,5""",0,0,PCS
"","HDD EXTERNAL 2TB WD PASSPORT 2,5""",0,0,PCS
"","HDD EXTERNAL 320GB 2,5"" OSMOUS SLIM PLUS",2,2,PCS
"","HDD EXTERNAL 4TB 2,5"" SEAGATE",0,0,PCS
"","HDD EXTERNAL 500GB 2,5 OSMOUS EXPANSION",0,0,UNIT
"","HDD EXTERNAL OSMOUS 1TB SATA 2,5",1,1,PCS
"",HDD EXTERNAL SEAGATE EXPANSION 1TB #,0,0,PCS
"",HDD EXTERNAL TOSHIBA 2TB,2,2,PCS
"",HDD EXTERNAL TOSHIBA BASIC 1 TB,7,7,PCS
"",HDD EXTERNAL TRANSCEND 1TB 25M3 RUBBER,0,0,PCS
"","HDD EXTERNAL WD 1TB PASSPORT 2,5""",0,0,PCS
"","HDD EXTERNAL WD 5TB PASSPORT 2,5""",0,0,UNIT
"",HDD EXTERNAL WD 8TB MY BOOK,0,0,PCS
"",HDD EXTERNAL WD BLACK 5 TB,2,2,UNIT
"",HDD INTERNAL CCTV TOSHIBA 4TB,0,0,PCS
"","HDD NB WD 500GB SATA 2,5",4,4,PCS
"","HDD NOTEBOOK 2,5 SEAGATE SATA 1TB MFI",0,0,PCS
"","HDD NOTEBOOK 2,5 SEAGATE SATA 500GB MFI",0,0,PCS
"","HDD NOTEBOOK 2,5 TOSHIBA SATA 1TB",0,0,PCS
"","HDD NOTEBOOK 2,5 WD BLUE SATA 500GB",0,0,PCS
"","HDD NOTEBOOK 2,5 WD SATA 1TB",1,1,PCS
"","HDD NOTEBOOK 2,5"" SEAGATE SATA 500GB PI",0,0,PCS
"","HDD NOTEBOOK OSMOUS 1TB SATA 2,5",1,1,PCS
"",HDD PC OSMOUS 1TB #,10,10,PCS
"",HDD PC OSMOUS 1Tb 7200RPM - RED (garansi 1th),4,4,PCS
"",HDD PC OSMOUS 2TB 7200RPM TP,0,0,PCS
"",HDD PC OSMOUS CCTV 1TB 5400RPM - BLUE (GARANSI 1th),0,0,PCS
"",HDD PC OSMOUS CCTV 1TB 5400RPM - RED,1,1,PCS
"",HDD PC OSMOUS CCTV 2TB #,2,2,PCS
"",HDD PC OSMOUS CCTV 2TB 5400RPM TP,0,0,PCS
"",HDD PC SEAGATE 1TB SKYHAWK,0,0,PCS
"",HDD PC SEAGATE 2TB BARACUDA,0,0,PCS
"",HDD PC SEAGATE 2TB SKYHAWK #,0,0,PCS
"",HDD PC SEAGATE 4TB BARACUDA MFI,0,0,PCS
"",HDD PC SEAGATE BARACUDA 500GB MFI,20,20,PCS
"",HDD PC SEAGATE CCTV 4TB SKYHAWK,1,1,PCS
"",HDD PC SEAGATE CCTV 6TB SKY HAWK,1,1,PCS
"",HDD PC SEAGATE SATA 1TB BARACUDA MFI,0,0,PCS
"",HDD PC SEAGATE SATA 1TB PI,15,15,PCS
"",HDD PC SEAGATE SATA 500 GB PI,21,21,PCS
"",HDD PC TOSHIBA CCTV 2TB,0,0,PCS
"",HDD PC TOSHIBA CCTV 8TB SURVEILANCE S300 PRO 7200RPM,0,0,PCS
"",HDD PC WD BLUE 1TB,0,0,PCS
"",HDD PC WD BLUE 2TB,0,0,PCS
"",HDD PC WD BLUE 4TB,0,0,PCS
"",HDD PC WD BLUE 500GB,0,0,PCS
"",HDD PC WD PURPLE 1 TB,0,0,PCS
"",HDD PC WD PURPLE 2TB,1,1,PCS
"",HDD WD PURPLE 4TB,0,0,PCS
"",HDD WD PURPLE PRO 8TB,0,0,UNIT
"",HDMI EXTENDER RJ45 100M + ADAPTOR,1,1,PCS
"",HDMI EXTENDER RJ45 200M + ADAPTOR,1,1,PCS
"",HDMI EXTENDER RJ45 60M + ADAPTOR,0,0,PCS
"",HDMI EXTENDER RJ45 LAN,2,2,PCS
"",HDMI SPLITER 4 PORT,24,24,PCS
"",HDMI SPLITER 4 PORT GAINTECH / SANURPRO,0,0,PCS
"",HDMI SWITCH 4 PORT,7,7,PCS
"",HDMI VIDEO CAPTURE 4 PORT 4K,6,6,PCS
"",HEAD PRINTER CANON IP 110,0,0,PCS
"",HEAD PRINTER CANON IX 6770,1,1,PCS
"",HEADPHONE JETE HB2,10,10,PCS
"",HEADPHONE JETE HB3,0,0,PCS
"",HEADPHONE KENION 666,1,1,PCS
"",HEADPHONE WAR WOLF T6,3,3,PCS
"",HEADPHONE XTEGO,2,2,PCS
"",HEADSET GAMING FANTECH FLASH HQ53 BLACK,0,0,UNIT
"",HEADSET GAMING LEGION H300,2,2,PCS
"",HEADSET GAMING REXUS HX - 20 BLACK USB 7.1,0,0,UNIT
"",HEADSET H 111 LOGITECH,1,1,PCS
"",HEADSET HYPERX CLOUD STRIGER CORE,1,1,PCS
"",HEADSET LOGITECH G633S 7.1 WIRED SURROUND,0,0,UNIT
"",HEADSET REXUS GAMING F55 VONIX,0,0,PCS
"",HEADSET REXUS VONIX F27,4,4,PCS
"",HF JETE GAMING G3,0,0,PCS
"",HF JETE GAMING G7,0,0,UNIT
"",HF JETE GAMING GA5,0,0,PCS
"",HF JETE GAMING GA7,3,3,PCS
"",HF JETE GAMING GS1,0,0,PCS
"",HF JETE HB5,13,13,PCS
"",HF JETE HB6,2,2,UNIT
"",HF JETE HB7,0,0,PCS
