Product Code,Product Name,Unassigned,Total Quantity,Product Unit
"",ACER A514 53 34VP 1005G1 CI3/4GB/SSD 256GB P,0,0,PCS
"",ACER A514 53G 52SR 1035G1 CI5/4GB/1TB P,0,0,UNIT
"",ACER A514 I3-1005G1/4GB/512+32/W10,0,0,UNIT
"",ACER A514-53-34ZY i3-1005G1 4GB DDR4 1TB ( PI ),0,0,UNIT
"","ACER A514-54 14"" Ci3-1115G4 4GB SSD 256GB",0,0,UNIT
"","ACER A515-56G Ci5-1135G7 8GB 512GB SSD NVIDIA MX 450 15,6""",0,0,UNIT
"",ACER ASPIRE 14 A14 - 51M CORE 5 - 120U 16GB 512GB SSD WIN 11,0,0,UNIT
"",ACER ASPIRE 14 A14-51M CORE 7 150U 16GB 512GB SSD WIN 11,0,0,UNIT
"",ACER ASPIRE 14 AI A14-51GM Ci5-13420H 8GB 512GB SSD RTX 2050 4GB WIN 11 #,0,0,UNIT
"","ACER ASPIRE 3 A314 AMD ATHLON 3050 4GB SSD 256 14"" NW",0,0,UNIT
"","ACER ASPIRE 3 SLIM A314-22 ATHLON 3050U 4GB 512GB 14"" FHD WIN10 OHS",0,0,UNIT
"",ACER ASPIRE 5 14 A514 - 56 Ci7-1355U 16GB 512GB SSD IRIS XE GRAPHICS WIN 11,0,0,UNIT
"",ACER ASPIRE 5 SLIM A514 56P Ci5-1335U 16GB 512GB SSD WIN 11 irisXe Graphics,0,0,UNIT
"",ACER ASPIRE 5 SPIN 14 A5SP14 CI5 1335U 16GB 512GB SSD WIN 11 #,0,0,UNIT
"",ACER ASPIRE 5 SPIN 14 A5SP14 Ci5-1335U 16GB 512GB SSD INTEL IRIS XE 80 EU WIN 11 TOUCH,0,0,UNIT
"",ACER ASPIRE 5 SPIN 14 A5SP14 Ci7-1355U 16GB 512GB SSD WIN 11 #,0,0,UNIT
"",ACER ASPIRE 7 PRO A715 - 59G - 56K7 INTREL CORE I5 - 12450H 8GB 512GB SSD RTX 3050 6GB WIN 11 TP,0,0,UNIT
"",ACER ASPIRE 7 PRO A715-59G-77WV INTEL CORE i7-13620H 16GB 512GB SSD RTX 3050 6GB WIN 11,0,0,UNIT
"",ACER ASPIRE AL A14 - 71M - 53XH INTEL CORE ULTRA 5 125 16GB 512GB WIN 11,0,0,UNIT
"",ACER ASPIRE AL14-32P INTEL CORE 3 N355 8GB DDR5 512GB SSD WIN 11 TP,0,0,UNIT
"",Acer Aspire Go 14 AG14 Core 5 120U 16GB(2x8) DDR4  512GB SSD W11,0,0,UNIT
"",Acer Aspire Go 14 AG14 Core 5 120U 8GB DDR4  1TB SSD W11,0,0,UNIT
"",ACER ASPIRE GO 14 AG14 INTEL CORE ULTRA 7 155H 16GB 512GB SSD W11 HOME GREY + BACKPACK,1,1,UNIT
"",ACER ASPIRE GO 14 AG14-72P INTEL CORE 5 120U 8GB DDR4 512GB SSD WIN 11,0,0,PCS
"",ACER ASPIRE GO SPIN 14 AGSP14 31PT CORE 3 N355 8GB 512GB SSD WIN 11,0,0,UNIT
"",ACER ASPIRE LITE 14 AL1 - 14M INTEL Ci3-1215U 8GB 256GB SSD WIN 11 @,0,0,UNIT
"",ACER ASPIRE LITE 14 AL14-71M-71E2 Core i7-12650H 16GB 1TB SSD WIN 11,1,1,UNIT
"",ACER ASPIRE LITE AL1 14 Ci3 1215 8GB 512GB WIN 11 RS #,0,0,UNIT
"",ACER ASPIRE LITE AL1 14 Ci3 1215 8GB 512GB WIN 11 RS TP,0,0,UNIT
"",ACER ASPIRE LITE AL14 51M Ci5 1235U 8GB 512GB SSD WIN 11 #,0,0,UNIT
"",ACER ASPIRE LITE AL14 52M Ci5 1334U 16GB 512GB SSD WIN 11 #,0,0,UNIT
"",Acer Aspire Lite AL14 52M Intel Core i5 1334U 16GB 512GB W11 Home TP,0,0,UNIT
"",Acer Aspire Lite AL14 Core i5 13500H 16GB 512GB SSD W11,0,0,UNIT
"",ACER ASPIRE LITE AL14 CORE I5 13500H 8GB 512GB SSD WIN 11,0,0,UNIT
"",ACER ASPIRE LITE AL14 i5 12450H 16GB 512GB SSD WIN 11 @,0,0,UNIT
"",ACER ASPIRE LITE AL14 N150 8GB 256GB SSD WIN 11,18,18,UNIT
"",ACER ASPIRE LITE AL14 N150 8GB 512GB SSD WIN 11,0,0,UNIT
"",ACER ASPIRE LITE AL14 N4500 8GB 256GB SSD WIN 11,0,0,UNIT
"",ACER ASPIRE LITE AL14 N4500 8GB 512GB SSD WIN 11,4,4,UNIT
"",ACER ASPIRE LITE AL14 N4500 8GB 512GB SSD WIN 11 TP,6,6,UNIT
"",ACER ASPIRE LITE AL14-31P INTEL N100 8GB 256GB SSD WIN 11 #,0,0,UNIT
"",ACER ASPIRE LITE AL14-31P INTEL N100 8GB 512 TP,0,0,UNIT
"",ACER ASPIRE LITE AL14-31P SILVER INTEL N100 8GB 512GB WIN 11 #,0,0,UNIT
"",ACER ASPIRE LITE AL14-32P INTEL CORE 3 N355 8GB DDR5 256GB SSD WIN 11,22,22,UNIT
"",ACER ASPIRE LITE AL14-32P INTEL CORE 3 N355 8GB DDR5 512GB SSD WIN 11,66,66,UNIT
"",ACER ASPIRE LITE AL14-32P INTEL N150 8GB DDR5 256GB SSD WIN 11 TP,0,0,UNIT
"",ACER ASPIRE LITE AL14-32P INTEL N150 8GB DDR5 512GB SSD WIN 11 TP,0,0,UNIT
"",ACER ASPIRE LITE AL14-32P-3S16 INTEL CORE 3 N355 16GB DDR5 512GB SSD WIN 11,0,0,UNIT
"",ACER ASPIRE LITE AL14-42P AMD RYZEN 3 5300U 8GB DDR4 512GB SSD WIN 11 @,0,0,UNIT
"",ACER ASPIRE LITE AL14-51M Ci3-1215U 8GB 256GB SSD WIN 11 TP,0,0,PCS
"",ACER ASPIRE LITE AL14-51M Ci5-1235U 16GB 512GB SSD WIN 11,0,0,UNIT
"",ACER ASPIRE SPIN 14 ASP14-51MTN-59EF INTEL CORE 5 120U 16GB 512GB SSD WIN 11,0,0,UNIT
"",ACER ASPIRE SPIN 14 ASP14-51MTN-59EF INTEL CORE 5 120U 16GB 512GB SSD WIN 11 TOUCH TP,0,0,UNIT
"",ACER Aspire Vero AV14-52P-53ED Ci5-1335U 16GB 512GB SSD Iris Xe Graphics W11 Home + OHS 2021,0,0,UNIT
"",ACER AV14 52P i5-1335U 16GB 512GB SSD IRIS 14FHD WIN 11 RA,0,0,UNIT
"",ACER EX215-51G-550A CORE I5-10210U 8GB SSD 512GB VGA MX 230 2GB WIN 10,0,0,UNIT
"",ACER EXTENSA 15 EX215-31 INTEL N4020 4GB SSD 256GB WIN 10,0,0,UNIT
"",ACER GO ASPIRE 14 AG14 Ci3 N305 8GB 256GB SSD WIN 11 @,0,0,UNIT
"",ACER GO ASPIRE AG14-21P AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 @,0,0,UNIT
"",ACER GO ASPIRE AG14-21P AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 TP,0,0,PCS
"",ACER GO ASPIRE AG14-31P Ci3-N305 8GB 512GB SSD WIN 11 #,0,0,UNIT
"",ACER LITE AL14 52M Ci5 1334U 8GB 512GB WIN 11 @,0,0,UNIT
"",ACER MATE 14 AM1 INTEL CORE i5 - 1235U 16GB DDR4 512GB SSD WIN 11 + OHS,0,0,UNIT
"",Acer Mate 14 AM1 intel Core i5 1235U 8GB 512GB SSD W11,0,0,UNIT
"",ACER NITRO 5 AN515 INTEL i9 12900H  16GB 512GB SSD RTX3060 6GB,0,0,UNIT
"",ACER NITRO 5 AN515-57 Ci9-11900H 16GB 512GB SSD RTX3060 6GB WIN 11 #,0,0,UNIT
"",ACER NITRO 5 AN515-57-52BQ CI5-11400H 8GB SSD 512GB RTX 3050 NW,0,0,UNIT
"",ACER NITRO ANV15 - 41 - R9SX RYZEN 5 - 6600H 8GB 512GB SSD RTX 2050 4GB WIN 11,0,0,UNIT
"",ACER Nitro Lite NL16 Intel Core 7 240H 16GB(2x8) DDR5 512GB SSD RTX 3050 6GB W11 TP,2,2,UNIT
"",ACER NITRO LITE NL16-71G-74MV INTEL CORE i7-13620H 16GB DDR5 512GB SSD RTX 2050 4GB WIN 11,0,0,UNIT
"",ACER NITRO V 15 ANV15-51 - 77DG INTEL CORE I7 - 13620H 2X8GB DDR5 512GB SSD RTX 2050 4GB GDDR6 WIN 11,0,0,UNIT
"",ACER NITRO V 15 ANV15-51 Ci7-13620H 2X8GB 512GB SSD RTX 4050 6GB WIN 11 #,0,0,UNIT
"",ACER NITRO V 16 ANV16 - 71 - 79NR Ci7 - 14650HX 2X8GB 512GB SSD RTX 4050 6GB WIN 11,0,0,UNIT
"",ACER NITRO V I5-13420H 8GB 512GB SSD RTX 2050 4GB WIN 11 #,0,0,UNIT
"",acer notebook,0,0,UNIT
"",ACER PREDATOR HELIOS NEO 16 CORE i9 14900HX 16GB(2x8) 1TB SSD RTX4060 8GB TP,0,0,UNIT
"",ACER PREDATOR NITRO V ANV15 RYZEN 7 7445HS 16GB 512GB RTX4050 6GB WIN 11,0,0,UNIT
"",ACER SF314 - 511 - 501B I5 1135G7 16GB SSD 512GB WIN 11 ( PI ),0,0,UNIT
"","ACER SF314 551 i5 1135G7 8GB 512GB SSD 14""",0,0,UNIT
"",ACER SPIN 14ASP14 - 51MTN CORE 7 150U 16GB 512GB SSD WIN 11 TOUCH #,0,0,UNIT
"",ACER SPIN 3 ACTIVE SP313-51N-58RG I5 1135G7 8 GB SSD 512GB,0,0,UNIT
"",ACER SPIN 3 SP314 2in1 TOUCH I3 1005G1 8GB 512GB SSD W10,0,0,UNIT
"",ACER SPIN 3 SP314 I5 1035G4 IRIS XE 8GB 512GB SSD,0,0,UNIT
"",ACER SWIFT 3 SF314 -511 CI5-1135G7 16GB 512GB SSD,0,0,UNIT
"",ACER SWIFT 3 SF314 57G 54J4 I5 1035G1/4GB/SSD 512GB,0,0,UNIT
"","ACER SWIFT 3 SF314-511 CI7-1165G7 16GB SSD 512GB 14""",0,0,UNIT
"",ACER SWIFT 3 SF314-56G-78FB CI7 VGA WIN 10 SILVER,0,0,UNIT
"",ACER SWIFT GO 14 AI SFG14 - 72 ULTRA 7 115H 16GB 1TB SSD WIN 11,0,0,UNIT
"",ACER SWIFT GO 14 SFG14 41 AMD RYZEN 5 7530U 16GB 512GB SSD WIN 11 #,0,0,UNIT
"",ACER SWIFT GO 14 SFG14-71 INTEL I7-13700H 16GB 1TB SSD INTEL IRIS XE GRAPHICS 96 EU WIN 11,0,0,UNIT
"",ACER SWIFT GO OLED 14 SFG14 71 Ci5 - 13500H 16GB 512GB SSD WIN 11 #,0,0,UNIT
"",ACER SWIFT GO OLED 14 SFG14 73 CORE ULTRA 7 155H 16GB 512GB SSD W11 HOME PURE SILVER + SLEEVE CASE,0,0,UNIT
"",ACER V15-51 CI5 1155G7 16GB 512GB SSD WIN 11 PI,0,0,UNIT
"",ACER Z3-451 AMD A8 4GB 500GB DVD,0,0,UNIT
"",ADAPTER MEMORY,179,179,PCS
"",ADAPTOR / PSU EPSON L3110,4,4,PCS
"",ADAPTOR 12V SANURPRO,0,0,PCS
"",ADAPTOR 5V 2A 3.5mm (LUBANG KECIL),8,8,PCS
"",ADAPTOR 5V LUBANG BESAR #,18,18,PCS
"",ADAPTOR 9V,0,0,PCS
"",ADAPTOR 9V 2A LUBANG BESAR,6,6,PCS
"",ADAPTOR 9V 2A LUBANG KECIL,6,6,PCS
"",ADAPTOR ACER 12 - 3A 3.5 X 1.35 N100,17,17,PCS
"",ADAPTOR ACER 12V 2A (1410),36,36,PCS
"",ADAPTOR ACER 19V 2.15A L,15,15,PCS
"",ADAPTOR ACER 19V 2.1A (TO),36,36,PCS
"","ADAPTOR ACER 19V 2.37A 5,5*1,7 LG",32,32,PCS
"",ADAPTOR ACER 19V 3.0*1.1 SWIFT,161,161,PCS
"",ADAPTOR ACER 19V 4.74A 5.5 X 1.7 mm,1,1,UNIT
"",ADAPTOR ACER 19V 7.1A 5.5 X 1.7 GM,2,2,PCS
"",ADAPTOR ACER AL14 12V 3A 3.5 X 1.35 CL,0,0,PCS
"",ADAPTOR ACER N355,1,1,PCS
"","ADAPTOR ACER NITRO 19,5 9.23A 5.5 X 1.7",0,0,PCS
"",ADAPTOR ACER OR 19V 3.42A (KUNING),283,283,PCS
"",ADAPTOR ACER TYPE C,7,7,PCS
"",ADAPTOR ACER Z476,38,38,PCS
"",ADAPTOR ASUS 1.75A (ASUS X200),12,12,PCS
"",ADAPTOR ASUS 1.75A (USB),5,5,PCS
"",ADAPTOR ASUS 19.5V 7.7A 5.5 X 2.5,1,1,PCS
"",ADAPTOR ASUS 19.5V 9.23A 5.5 X 2.5,1,1,PCS
"",ADAPTOR ASUS 19V 2.1A (JARUM KECIL N),5,5,PCS
"",ADAPTOR ASUS 19V 2.37A (X441),159,159,PCS
"",ADAPTOR ASUS 19V 2.37A CL 4.5X30 VIVO,14,14,PCS
"",ADAPTOR ASUS 19V 3.42A (KT),25,25,PCS
"","ADAPTOR ASUS 19V 3.42A CL VIVO 4,5 X 3.0",5,5,PCS
"",ADAPTOR ASUS 19V 4.745A 4.5 X 3.0 AIO VIVO,16,16,PCS
"",ADAPTOR ASUS 19V 4.74A 5.5X25 AIO,3,3,PCS
"",ADAPTOR ASUS 19V 6.32A 4.5 X 30 AIO VIVOBOOK,2,2,UNIT
"",ADAPTOR ASUS 19V 6.32A 4.5X3.0 BR,1,1,PCS
"",ADAPTOR ASUS 19V 6.32A 5.5 X 2.5,2,2,PCS
"",ADAPTOR ASUS 20V 3.25A USB-C,0,0,PCS
"",ADAPTOR ASUS 20V 325A CL TYPE C,15,15,PCS
"",ADAPTOR ASUS 20V 7.5A 6.0 X 3.7,2,2,PCS
"",ADAPTOR ASUS 3.42A (A407),38,38,PCS
"",ADAPTOR ASUS GAMING 20V 9A 6.0 X 3.7,0,0,PCS
"",ADAPTOR ASUS KW,42,42,PCS
"",ADAPTOR ASUS ROG 20V 10A 6.0 X 3.7,1,1,PCS
"",ADAPTOR ASUS TUF 20V 7.5A,1,1,PCS
"",ADAPTOR ASUS TUF 20V 9A 6.0 X 3.7,0,0,PCS
"",ADAPTOR CCTV LG / SAMSUNG / DF12V #,29,29,PCS
"",ADAPTOR CCTV SAMSUNG 12V 5 A,2,2,PCS
"",ADAPTOR DATAFAST 12V 5 A,45,45,PCS
"","ADAPTOR DELL 19,5 3.34A 4.5 X 3.0",1,1,PCS
"","ADAPTOR DELL 19,5 3.34A 7.4X5.0 BS",0,0,PCS
"","ADAPTOR DELL 19,5V 2.31A",0,0,PCS
"","ADAPTOR DELL 19,5V 3.34A 4.5*3.0 K",0,0,PCS
"","ADAPTOR DELL 19,5V 3.34A 7.4*5.0 B",1,1,PCS
"","ADAPTOR HP 19,5 - 6.15A 7.4X5.0 120W",0,0,PCS
"","ADAPTOR HP 19,5V 615A 7.4X5.0 PS",0,0,UNIT
"",ADAPTOR HP 19V 3.5A (BUNDAR JARUM),15,15,PCS
"",ADAPTOR HP BIRU 19.5V 3.33A,28,28,PCS
"","ADAPTOR HP BUNDAR JARUM 19,5V 3.33A  7.4 X 5.0",0,0,PCS
"",ADAPTOR HP MINI,0,0,PCS
"","ADAPTOR LENOVO 19,5V - 6.15A USB KM",0,0,PCS
"","ADAPTOR LENOVO 19,5V 6.32A USB",2,2,PCS
"",ADAPTOR LENOVO 20V 3.25A (S),56,56,PCS
"",ADAPTOR LENOVO 20V 4.5 USB,6,6,PCS
"",ADAPTOR LENOVO 20V 4.5A 7.9*6.6 (BULAT BESAR KUNING) JB,13,13,PCS
"",ADAPTOR LENOVO 20V 6A USB,0,0,PCS
"",ADAPTOR LENOVO TYPE C 20V 3.25A,20,20,PCS
"",ADAPTOR LENOVO USB 20V - 3.25A #,38,38,PCS
"",ADAPTOR MONITOR LG,11,11,PCS
"",ADAPTOR MONITOR SAMSUNG,5,5,PCS
"",ADAPTOR NVR,0,0,PCS
"",ADAPTOR PRINTER BLUE PRINT LITE 80L,0,0,PCS
"",ADAPTOR PRINTER CANON G SERIES,1,1,PCS
"",ADAPTOR PRINTER EPSON L360 / L120,10,10,PCS
"","ADAPTOR SAMSUNG 12V 2,5A",14,14,PCS
"",ADAPTOR SAMSUNG 19V,0,0,PCS
"",ADAPTOR SONY,1,1,PCS
"",ADAPTOR SWICTH LAN TPLINK 5V 0.6A,2,2,PCS
"",ADAPTOR TOSHIBA (ORI),35,35,PCS
"",ADAPTOR TOSHIBA / ASUS  (K),0,0,PCS
"",ADAPTOR UNIVERSAL,37,37,PCS
"",ADF UNIT L5290,0,0,PCS
"",ADVAN SOULMATE X1 L25D - DALI1 AMD ATHLON 3020E 4GB DDR4 128GB WIN 11,1,1,UNIT
"",ADVAN WORKMATE L25C R531S AMD RYZEN 5 3500U 8GB 256GB WIN 11,0,0,UNIT
"",ADVAN WORKPLUS H1 - I5AD2 INTEL CORE i5-12600H 24GB 512GB SSD INTEL IRIS XE GRAPHICS WIN 11,0,0,UNIT
"",ADVANCE WORK PLUS WINDOWS RYZEN 5 6600H 16GB 512GB SSD #,0,0,UNIT
"",AIO ACER ACX24 INTEL CORE i3 -  1215U 8GB 512GB SSD WIN 11,0,0,UNIT
"",AIO Acer Aspire C22-1800 i3 1305U 8GB 512GB 21.5 FHD W11 @,0,0,UNIT
"",AIO ACER C20 830 INTEL CEL J4005 NO DVD WIN10,0,0,UNIT
"",AIO ACER C22 1700 Ci3-1215U 8GB 512GB SSD WIN 11,0,0,UNIT
"",AIO ACER C22 1700 Ci5 - 1235U 8GB 512GB SSD INTEL IRIS XE W11,0,0,UNIT
"",AIO ACER C22 1800 Intel Core i5 13420H 8GB 512GB SSD W11,0,0,UNIT
"",AIO ACER C22 960 CORE I3 1005G1 4GB 1TB W10,0,0,UNIT
"",AIO ACER C22-1650 Ci3-1115G4 4GB 1TB WIN10,0,0,UNIT
"",AIO ACER C22-1800 Intel Core i3-1305U 8GB 512GB TP,0,0,PCS
"",AIO ACER C24 - 1650 CI3 1115G4 4GB 512GB SSD,0,0,UNIT
"",AIO ACER C24 1751 CI7 - 1260P 8GB 512GB SSD MX 550 2GB WIN 11 #,0,0,UNIT
"",AIO ACER C24 960 INTEL CORE I3 1011U W10,0,0,UNIT
"",AIO ACER C24 Ci7-1260P 8GB 512GB SSD MX 550 2GB WIN 11 TOUCH SCREEN #,0,0,UNIT
"",AIO ACER C24-1650 Ci5-1135G7 8GB 1TB HDD WIN10,0,0,UNIT
"",AIO ACER C24-1800 Ci3-1306U 8GB 512GB SSD WIN 11,0,0,UNIT
"",AIO ADVAN FORCE ONE MAX A25B - I5AD2 INTEL CORE I5 1235U 16GB DDR4 512GB INTEL IRIS XE GRAPHICS WIN 11,0,0,UNIT
"",AIO ADVAN PC A-8S5-AA58S05B INTEL CORE I5-1235U 8GB 512GB SSD WIN 11,0,0,UNIT
"",AIO ASUS A3202 Ci3-1215U 8GB 256GB SSD WIN 11 #,0,0,UNIT
"",AIO ASUS A3202 Ci3-1215U 8GB 256GB SSD WIN 11 DY,0,0,UNIT
"",AIO ASUS A3202 CI5 1235U 8GB 512GB SSD 21.5 WIN 11 #,0,0,UNIT
"",AIO ASUS A3202WBAK Ci3-1215U 8GB 512GB SSD WIN 11 #,0,0,UNIT
"","AIO ASUS A3202WBAK CI3-1215U 8GB 512GB SSD WIN 11 21,5 INCS",0,0,UNIT
"","AIO ASUS A3202WBAK INTEL 7305 8GB 256GB SSD 21,5"" WIN 11 #",1,1,UNIT
"",AIO ASUS A3202WBAK INTEL 7305 8GB 256GB SSD WIN 11 TP,0,0,UNIT
"","AIO ASUS A3202WBAK INTEL 7305 8GB 512GB SSD 21,5"" WIN 11 #",2,2,UNIT
"",AIO ASUS A320WBAK CI5-1235U 8GB 512GB SSD WIN 11 #,0,0,UNIT
"",AIO ASUS A3402 Ci5-1235U 2X8GB 512GB SSD WIN 11 #,0,0,UNIT
"","AIO ASUS E3202WVAK i3 - 1315U 16GB 512GB 21,5 WIN 11",0,0,UNIT
"",AIO ASUS E3402WVAK CORE I7 1335U 8GB 512GB 24 INCH W11,0,0,UNIT
"","AIO ASUS E3402WVAK i5-1335U 512GB SSD 23,8",0,0,UNIT
"","AIO ASUS E402WBAK CORE I7 1255U 8GB 512GB SSD 23,8"" #",0,0,UNIT
"","AIO ASUS ETAA3402WVAK Ci3 - 1315U 8GB 512GB SSD 23,8"" WIN 11 #",0,0,UNIT
"",AIO ASUS EXPERT CENTER P400 P440VAK INTEL CORE i7 - 13620H 8GB DDR5 512GB SSD WIN 11,0,0,UNIT
"",AIO ASUS EXPERT CENTER P400 P440VAK INTEL CORE i7 - 13620H 8GB DDR5 512GB SSD WIN 11 TP,0,0,UNIT
"",AIO ASUS EXPERT CENTRE P400 P440VAK INTEL CORE i3 - 1315U 8GB DDR5 256GB SSD WIN 11,0,0,UNIT
"",AIO ASUS EXPERT CENTRE P400 P440VAK INTEL CORE i3-1315U 8GB DDR5 512GB SSD WIN 11  #,0,0,UNIT
"",AIO ASUS ExpertCenter P400 P440VAK-B3850WS-90PT03X5-M01390 Intel Core i3-1315U 8GB 512SSD W11 Home + OHS 2024 + Microsoft 365 Black,0,0,UNIT
"",AIO ASUS ExpertCenter P440VAK B5151WS intel Core i5 13420H 16GB 512GB W11,0,0,UNIT
"",AIO ASUS M241 DAK AMD RYZEN,0,0,UNIT
"","AIO ASUS P440VAK  I5 13420H 8GB 512GB SSD 23,8"" FHD WIN 11",0,0,UNIT
"","AIO ASUS P440VAT-I7U7W5W-HM i7 13650H WIN 11 23.8"" FHD",0,0,UNIT
"",AIO ASUS V222FAK BA341T CI3 4GB 1TB WIN10 (BLACK),0,0,UNIT
"",AIO ASUS V222FAK CI3-10110U 4GB 256GB SSD US,0,0,UNIT
"",AIO ASUS V222FAK-BA3411W Ci3-10110U 4GB 1TB HDD + 128GB SSD,0,0,UNIT
"",AIO ASUS V222FAK-BA341T CI3 -10110U 4GB 1TB W10 BLACK,0,0,UNIT
"",AIO ASUS V222FAK-WA341T CI3 - 10110U 4GB 1TB W10 WHITE,0,0,UNIT
"",AIO ASUS V222FBK BA541T CI5 10210U 4GB 1TB VGA MX 110,0,0,UNIT
"",AIO ASUS V222FBK WA541T CI5 10210U 4GB 1TB VGA MX 110,0,0,UNIT
"",AIO ASUS V22FAK CI5-10210U 4GB 256GB SSD WIN 11 DK,0,0,UNIT
"",AIO ASUS V241FAK-WA541T-90PT0291 CI5-8265U,0,0,UNIT
"",AIO ASUS V241FAT-WA341T-90PT0291-M07510 Ci3-8145U,0,0,UNIT
"",AIO ASUS V241FFK WA541T 90PT02A1 CI 5 8265U,0,0,UNIT
"",AIO ASUS V241FTT-BA7811TS Ci7-8565U 8GB 1TB HDD + 128GB SSD WIN10,0,0,UNIT
"",AIO ASUS V400 V440VAK Intel Core i3 1315H 8GB DDR5 512GB SSD W11,0,0,UNIT
"",AIO DELL INSPIRON 5400 Ci5-1135G7 8GB 256GB SSD + 1TB,0,0,UNIT
"","AIO HP 200 PRO G4 CI3 10110U 4GB 1TB 21,5 INCS",0,0,UNIT
"",AIO HP 205 G3 AMD A4 - 9125 / 500GB / DDR4 4GB / DVD / WIN10,0,0,UNIT
"",AIO HP 22 - df0145d - 1V7D8AA INTEL J4025 4GB 1TB HDD W10,0,0,UNIT
"",AIO HP 22 DD2010D CI3-1215U 4GB 512GB SSD WIN 11,0,0,UNIT
"",AIO HP 22 DF0144D 1V7D7A CEL J4025 4GB 1TB HDD W10 NW,0,0,UNIT
"",AIO HP 22 INTEL J4025 4GB 256GB SSD DVD RW WIN 11 #,0,0,UNIT
"",AIO HP 22 N100 8GB 512GB SSD WIN 11,0,0,UNIT
"",AIO HP 24 Ci5-1135G7 8GB 512GB SSD INTEL IRIS XE DVDRW WIN 11 #,0,0,UNIT
"",AIO HP 24 CI5-1235U 8GB 512GB SSD WIN 11 ID,0,0,UNIT
"",AIO HP 24 CR1125D ULTRA 5 125U 16GB 512GB SSD WIN 11 TOUCH,0,0,UNIT
"",AIO HP ENVY MOVE 24-CS003D INTEL CORE i5 - 1335U 16GB 1TB SSD WIN 11 TOUCH,0,0,UNIT
"",AIO HP PRO 205 G4-1M9P7PA AMD ATHLON SILVER 3050U 4GB 1TB,0,0,UNIT
"","AIO HP PRO ONE 240 G10 CORE I3 - N300 8GB 512GB SSD 23.8"" WIN 11",2,2,UNIT
"",AIO LENOVO 330 201GM CEL J4025 4GB 500GB HDD W10 WHITE,0,0,UNIT
"",AIO LENOVO A100 INTEL N100 8GB 512GB SSD 24 INCS WIN 11,1,1,UNIT
"","AIO LENOVO A100 INTEL N100 8GB DDR4 512GB SSD 24"" TP",0,0,UNIT
"",AIO LENOVO A100-F0J6005EID Intel Core i3-N305 8GB DDR4 512GB SSD Cloud Grey,0,0,UNIT
"",AIO LENOVO A340-22IWL-F0EB00DCID Ci3-10110U,0,0,UNIT
"","AIO LENOVO I3-10110U 4GB 1TB 21,5""",0,0,UNIT
"",AIO LENOVO IDEACENTRE 24IRH9 Ci5 13420H 8GB DDR5 512GB SSD WIN 11,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3  24 INCS Ci3-1215U 8GB 512GB SSD #,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 22IAP7 CI3-1215U 8GB 256GB SSD #,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 22IAP7 Ci5-12450H 8GB 512GB SSD,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 22IAP7 CORE I5 - 12450H 8GB 512GB SSD,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 24IMB05 CI5-10400T 2X 4GB 512GB SSD,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 AMD 3020 4GB 1TB DVD RW,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 AMD 3020E 8GB 256GB SSD WIN 11,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 AMD ATHLON SILVER 3050U 2X4GB 512GB SSD WIN 11,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 CI3-1115G4 4GB 256GB SSD WIN11,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 CI3-1115G4 4GB 512GB SSD DVDRW,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 CI5 - 12450H 8GB 512GB SSD INTEL IRIS XE,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 Ci5 - 1245H 8GB + 4GB 512GB SSD,0,0,UNIT
"",AIO LENOVO IDEACENTRE 3 Ci7-13620H 8GB 512GB SSD DVD RW WIN 11,0,0,UNIT
"",AIO LENOVO IDEAPAD CENTRE 3 22ADA05-F0EX0055ID AMD RYZEN 3 3250 8GB 1TB HDD W10 HOME,0,0,UNIT
"",AIO LENOVO IDEAPAD CENTRE 3 CI5-1135G7 4GB 512GB SSD INTEL IRIS XE WHITE EN,0,0,UNIT
"",AIO LENOVO THINCENTRE NEO 50A 24 GEN 5 12SCA04KID INTEL CORE i7 - 13620H 16GB 1TB WIN 11,0,0,UNIT
"",AIO LENOVO THINK CENTRE NEO 30A 24-12CEA03NID Ci7-1260P 8GB 512GB SSD DVD RW WIN 11 DY,0,0,UNIT
"",AIO LENOVO ThinkCentre neo Gen 5 Core i7 13620H 16GB 1TB SSD W11,0,0,UNIT
"","AIO LENOVO V130-201GM J4025 1TB 4GB DVDRW 19.5""",0,0,UNIT
"","AIO LENOVO V30A-0AID Ci3 - 1005G1 8GB 256GB SSD 23'8"" WIN 11",0,0,UNIT
"","AIO LENOVO V30A-0AID Ci3 - 1005G1 8GB 512GB SSD 23'8"" WIN 11",0,0,UNIT
"",AIO LENOVO V30A-22IIL CI5 - 1035G1 8GB 1TB HDD DVD RW WIN 11,0,0,UNIT
